,Rk,Tm,G,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD
0,1.0,Los Angeles Rams,12.0,189.0,373.0,50.7,3199.0,26.0,7.0,22.0,5.9,91.0,8.8,7.6,17.4,266.6,79.8,12.0,97.0,3.1,8.3,7.1,1.0,1.0
1,2.0,Green Bay Packers,12.0,231.0,478.0,48.3,2557.0,26.0,5.4,29.0,6.1,85.0,6.0,4.3,12.3,213.1,60.0,36.0,289.0,7.0,5.0,3.4,2.0,2.0
2,3.0,Detroit Lions,12.0,158.0,351.0,45.0,2347.0,29.0,8.3,24.0,6.8,63.0,7.1,5.7,15.8,195.6,68.3,19.0,153.0,5.1,6.3,5.0,1.0,1.0
3,4.0,New York Yanks,12.0,172.0,428.0,40.2,2338.0,16.0,3.7,27.0,6.3,75.0,6.2,4.1,15.3,194.8,47.4,37.0,296.0,8.0,5.0,3.1,3.0,1.0
4,5.0,Chicago Bears,12.0,143.0,315.0,45.4,1956.0,12.0,3.8,20.0,6.3,78.0,7.1,5.0,15.7,163.0,55.8,35.0,283.0,10.0,5.6,3.7,0.0,0.0
5,6.0,Cleveland Browns,12.0,151.0,271.0,55.7,1902.0,18.0,6.6,17.0,6.3,81.0,8.4,6.9,15.1,158.5,79.5,46.0,371.0,14.5,6.0,4.7,1.0,1.0
6,7.0,Chicago Cardinals,12.0,161.0,334.0,48.2,1884.0,13.0,3.9,24.0,7.2,80.0,6.7,4.3,13.9,157.0,53.3,45.0,360.0,11.9,5.0,2.8,1.0,1.0
7,8.0,San Francisco 49ers,12.0,154.0,281.0,54.8,1647.0,14.0,5.0,19.0,6.8,48.0,7.0,4.9,12.7,137.3,65.2,39.0,308.0,12.2,5.1,3.4,3.0,3.0
8,9.0,Pittsburgh Steelers,12.0,130.0,330.0,39.4,1524.0,10.0,3.0,26.0,7.9,77.0,5.6,2.6,14.2,127.0,35.4,40.0,318.0,10.8,4.1,1.5,2.0,2.0
9,10.0,Philadelphia Eagles,12.0,120.0,284.0,42.3,1490.0,17.0,6.0,29.0,10.2,53.0,6.0,2.6,14.3,124.2,42.8,28.0,223.0,9.0,4.8,1.7,,
10,11.0,Washington Redskins,12.0,99.0,226.0,43.8,1404.0,8.0,3.5,25.0,11.1,53.0,6.7,2.4,15.2,117.0,38.6,13.0,104.0,5.4,5.9,1.8,1.0,2.0
11,12.0,New York Giants,12.0,101.0,210.0,48.1,1187.0,11.0,5.2,26.0,12.4,69.0,6.8,2.3,14.2,98.9,48.5,31.0,245.0,12.9,4.9,1.0,1.0,1.0
12,,Avg Team,,150.8,323.4,46.6,1952.9,16.7,5.2,24.0,7.4,71.0,6.8,4.5,14.6,162.7,55.6,31.8,253.9,8.9,5.5,3.4,1.3,1.3
13,,League Total,,1809.0,3881.0,46.6,23435.0,200.0,5.2,288.0,7.4,91.0,6.8,4.5,14.6,162.7,55.6,381.0,3047.0,8.9,5.5,3.4,16.0,15.0
14,,Avg Tm/G,,12.6,27.0,46.6,162.7,1.4,5.2,2.0,7.4,,6.8,4.5,14.6,162.7,55.6,2.6,21.2,8.9,5.5,3.4,,
