,Rk,Tm,G,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD
0,1.0,Washington Redskins,10.0,170.0,299.0,56.9,2021.0,17.0,5.7,17.0,5.7,71.0,6.8,5.3,11.9,202.1,72.9,0.0,0.0,0,6.8,5.3,0.0,0.0
1,2.0,Chicago Bears,10.0,107.0,217.0,49.3,1616.0,21.0,9.7,18.0,8.3,86.0,7.4,5.6,15.1,161.6,71.9,0.0,0.0,0,7.4,5.6,0.0,0.0
2,3.0,Detroit Lions,10.0,89.0,207.0,43.0,1475.0,16.0,7.7,28.0,13.5,57.0,7.1,2.6,16.6,147.5,53.8,0.0,0.0,0,7.1,2.6,0.0,0.0
3,4.0,Green Bay Packers,10.0,105.0,253.0,41.5,1471.0,15.0,5.9,24.0,9.5,55.0,5.8,2.7,14.0,147.1,41.1,0.0,0.0,0,5.8,2.7,,
4,5.0,Cleveland Rams,10.0,85.0,208.0,40.9,1261.0,13.0,6.3,26.0,12.5,70.0,6.1,1.7,14.8,126.1,42.6,0.0,0.0,0,6.1,1.7,,
5,6.0,Chi/Pit Cards/Steelers,10.0,87.0,258.0,33.7,1257.0,8.0,3.1,41.0,15.9,72.0,4.9,-1.7,14.4,125.7,21.2,0.0,0.0,0,4.9,-1.7,0.0,0.0
6,7.0,Boston Yanks,10.0,85.0,198.0,42.9,1030.0,6.0,3.0,22.0,11.1,50.0,5.2,0.8,12.1,103.0,30.1,0.0,0.0,0,5.2,0.8,,
7,8.0,Brooklyn Tigers,10.0,76.0,213.0,35.7,996.0,3.0,1.4,29.0,13.6,65.0,4.7,-1.2,13.1,99.6,16.4,0.0,0.0,0,4.7,-1.2,0.0,0.0
8,9.0,Philadelphia Eagles,10.0,55.0,136.0,40.4,941.0,9.0,6.6,12.0,8.8,75.0,6.9,4.3,17.1,94.1,49.9,0.0,0.0,0,6.9,4.3,,
9,10.0,New York Giants,10.0,47.0,125.0,37.6,857.0,9.0,7.2,17.0,13.6,58.0,6.9,2.2,18.2,85.7,46.4,0.0,0.0,0,6.9,2.2,,
10,,Avg Team,,82.4,192.2,42.9,1175.0,10.6,5.5,21.3,11.1,66.0,6.1,2.2,14.3,129.3,42.1,0.0,0.0,0,6.11,2.2,0.0,0.0
11,,League Total,,906.0,2114.0,42.9,12925.0,117.0,5.5,234.0,11.1,86.0,6.1,2.2,14.3,129.3,42.1,0.0,0.0,0,6.11,2.2,0.0,0.0
12,,Avg Tm/G,,9.1,21.1,42.9,129.3,1.2,5.5,2.3,11.1,,6.1,2.2,14.3,129.3,42.1,0.0,0.0,0,6.11,2.2,,
