,Rk,Tm,G,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD
0,1.0,Cincinnati Bengals,14.0,255.0,433.0,58.9,3241.0,23.0,5.3,14.0,3.2,55.0,8.1,7.7,13.7,231.5,89.0,34.0,256.0,7.3,6.9,6.6,1.0,2.0
1,2.0,Washington Redskins,14.0,229.0,448.0,51.1,2917.0,28.0,6.3,29.0,6.5,96.0,6.9,5.2,13.5,208.4,67.3,27.0,175.0,5.7,6.1,4.6,3.0,5.0
2,3.0,Minnesota Vikings,14.0,281.0,446.0,63.0,2861.0,27.0,6.1,14.0,3.1,46.0,7.0,6.8,11.1,204.4,90.8,29.0,260.0,6.1,6.0,5.8,1.0,1.0
3,4.0,Dallas Cowboys,14.0,207.0,376.0,55.1,2593.0,19.0,5.1,17.0,4.5,62.0,7.5,6.5,13.7,185.2,77.4,39.0,242.0,9.4,6.2,5.3,2.0,3.0
4,5.0,San Francisco 49ers,14.0,234.0,450.0,52.0,2560.0,15.0,3.3,19.0,4.2,68.0,6.2,5.0,12.0,182.9,64.9,33.0,246.0,6.8,5.3,4.2,1.0,1.0
5,6.0,St. Louis Cardinals,14.0,187.0,355.0,52.7,2553.0,20.0,5.6,20.0,5.6,80.0,7.4,6.0,14.0,182.4,72.0,8.0,66.0,2.2,7.0,5.7,4.0,4.0
6,7.0,Denver Broncos,14.0,210.0,427.0,49.2,2541.0,15.0,3.5,34.0,8.0,90.0,6.8,3.9,13.8,181.5,49.9,47.0,359.0,9.9,5.4,2.8,2.0,4.0
7,8.0,Buffalo Bills,14.0,182.0,354.0,51.4,2493.0,28.0,7.9,19.0,5.4,77.0,7.5,6.7,14.6,178.1,80.2,22.0,168.0,5.9,6.6,5.8,1.0,3.0
8,9.0,Philadelphia Eagles,14.0,238.0,458.0,52.0,2440.0,19.0,4.1,23.0,5.0,62.0,5.8,4.3,11.1,174.3,62.3,30.0,200.0,6.1,5.0,3.7,0.0,1.0
9,10.0,New England Patriots,14.0,193.0,401.0,48.1,2438.0,16.0,4.0,28.0,7.0,76.0,6.9,4.6,14.3,174.1,55.2,39.0,330.0,8.9,5.5,3.4,,
