,Rk,Tm,G,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD
0,1.0,Minnesota Vikings,16.0,327.0,533.0,61.4,4328.0,41.0,7.7,16.0,3.0,67.0,8.4,8.6,13.7,270.5,101.5,25.0,164.0,4.5,7.8,7.9,0.0,2.0
1,2.0,San Francisco 49ers,16.0,347.0,556.0,62.4,4256.0,41.0,7.4,15.0,2.7,81.0,8.1,8.4,13.0,266.0,101.2,53.0,254.0,8.7,7.0,7.2,3.0,4.0
2,3.0,Green Bay Packers,16.0,361.0,575.0,62.8,4110.0,33.0,5.7,23.0,4.0,84.0,7.5,6.9,12.0,256.9,88.3,39.0,230.0,6.4,6.7,6.1,1.0,2.0
3,4.0,New York Jets,16.0,318.0,532.0,59.8,3836.0,33.0,6.2,13.0,2.4,82.0,7.6,7.7,12.7,239.8,94.0,25.0,196.0,4.5,6.9,7.0,3.0,3.0
4,5.0,New England Patriots,16.0,295.0,556.0,53.1,3660.0,23.0,4.1,17.0,3.1,86.0,7.2,6.7,13.6,228.8,77.4,40.0,344.0,6.7,6.1,5.6,4.0,5.0
5,6.0,Indianapolis Colts,16.0,326.0,576.0,56.6,3630.0,26.0,4.5,28.0,4.9,78.0,6.5,5.2,11.5,226.9,71.1,22.0,109.0,3.7,6.1,4.8,1.0,1.0
6,7.0,Denver Broncos,16.0,290.0,491.0,59.1,3624.0,32.0,6.5,14.0,2.9,58.0,7.8,7.8,13.1,226.5,93.5,25.0,184.0,4.8,7.0,7.0,2.0,2.0
7,8.0,Arizona Cardinals,16.0,326.0,552.0,59.1,3482.0,17.0,3.1,20.0,3.6,57.0,6.8,5.8,11.6,217.6,74.9,50.0,286.0,8.3,5.8,4.9,5.0,7.0
8,9.0,Dallas Cowboys,16.0,279.0,474.0,58.9,3436.0,17.0,3.6,8.0,1.7,80.0,7.5,7.4,12.7,214.8,87.2,19.0,110.0,3.9,7.0,6.9,,
9,10.0,Miami Dolphins,16.0,316.0,546.0,57.9,3395.0,23.0,4.2,16.0,2.9,61.0,6.6,6.1,11.3,212.2,79.5,24.0,187.0,4.2,6.0,5.5,1.0,1.0
10,11.0,Atlanta Falcons,16.0,237.0,424.0,55.9,3386.0,28.0,6.6,15.0,3.5,78.0,8.8,8.6,15.8,211.6,92.7,53.0,358.0,11.1,7.1,6.9,2.0,2.0
11,12.0,Buffalo Bills,16.0,269.0,461.0,58.4,3380.0,28.0,6.1,14.0,3.0,84.0,7.9,7.7,13.5,211.3,91.0,41.0,241.0,8.2,6.7,6.6,2.0,2.0
12,13.0,Washington Redskins,16.0,304.0,565.0,53.8,3325.0,24.0,4.2,14.0,2.5,75.0,6.6,6.3,12.3,207.8,78.2,61.0,399.0,9.7,5.3,5.1,2.0,2.0
13,14.0,Carolina Panthers,16.0,292.0,507.0,57.6,3322.0,25.0,4.9,18.0,3.6,72.0,7.1,6.5,12.4,207.6,81.5,54.0,302.0,9.6,5.9,5.4,1.0,1.0
14,15.0,Tennessee Oilers,16.0,305.0,519.0,58.8,3291.0,16.0,3.1,10.0,1.9,55.0,6.7,6.5,11.4,205.7,81.3,35.0,191.0,6.3,5.9,5.7,1.0,2.0
15,16.0,Kansas City Chiefs,16.0,305.0,543.0,56.2,3260.0,15.0,2.8,18.0,3.3,80.0,6.4,5.5,11.4,203.8,70.9,36.0,212.0,6.2,5.6,4.7,1.0,2.0
16,17.0,Cincinnati Bengals,16.0,307.0,521.0,58.9,3185.0,20.0,3.8,12.0,2.3,76.0,6.8,6.5,11.5,199.1,82.7,53.0,360.0,9.2,5.5,5.3,2.0,2.0
17,18.0,New Orleans Saints,16.0,278.0,535.0,52.0,3138.0,19.0,3.6,19.0,3.6,89.0,6.6,5.7,12.6,196.1,69.8,57.0,376.0,9.6,5.3,4.5,2.0,2.0
18,19.0,Detroit Lions,16.0,274.0,489.0,56.0,3130.0,17.0,3.5,13.0,2.7,98.0,6.9,6.4,12.4,195.6,78.2,45.0,268.0,8.4,5.9,5.4,2.0,2.0
19,20.0,Jacksonville Jaguars,16.0,269.0,463.0,58.1,3112.0,24.0,5.2,12.0,2.6,78.0,7.2,7.1,12.4,194.5,87.1,39.0,231.0,7.8,6.2,6.1,4.0,4.0
20,21.0,Oakland Raiders,16.0,282.0,519.0,54.3,3088.0,21.0,4.0,25.0,4.8,75.0,6.8,5.5,12.5,193.0,69.2,67.0,446.0,11.4,5.3,4.1,2.0,3.0
21,22.0,St. Louis Rams,16.0,314.0,556.0,56.5,3087.0,12.0,2.2,18.0,3.2,80.0,6.1,5.1,10.8,192.9,68.2,47.0,294.0,7.8,5.1,4.2,1.0,1.0
22,23.0,Chicago Bears,16.0,284.0,494.0,57.5,3053.0,16.0,3.2,13.0,2.6,79.0,6.6,6.1,11.5,190.8,77.5,31.0,224.0,5.9,5.8,5.3,2.0,3.0
23,24.0,Seattle Seahawks,16.0,273.0,480.0,56.9,3000.0,21.0,4.4,18.0,3.8,81.0,6.7,5.9,11.8,187.5,76.4,34.0,219.0,6.6,5.8,5.1,1.0,1.0
24,25.0,Baltimore Ravens,16.0,272.0,477.0,57.0,2869.0,16.0,3.4,15.0,3.1,73.0,6.6,5.9,11.6,179.3,75.2,41.0,283.0,7.9,5.5,4.9,1.0,2.0
25,26.0,San Diego Chargers,16.0,261.0,566.0,46.1,2864.0,11.0,1.9,34.0,6.0,67.0,5.5,3.2,11.9,179.0,44.9,37.0,251.0,6.1,4.7,2.6,3.0,4.0
26,27.0,Tampa Bay Buccaneers,16.0,234.0,449.0,52.1,2606.0,21.0,4.7,18.0,4.0,79.0,6.2,5.3,11.9,162.9,70.3,28.0,181.0,5.9,5.5,4.6,3.0,3.0
27,28.0,New York Giants,16.0,265.0,507.0,52.3,2566.0,18.0,3.6,15.0,3.0,87.0,5.6,4.9,10.6,160.4,68.3,35.0,256.0,6.5,4.7,4.2,1.0,1.0
28,29.0,Pittsburgh Steelers,16.0,274.0,489.0,56.0,2552.0,13.0,2.7,20.0,4.1,55.0,5.7,4.4,10.1,159.5,64.3,35.0,229.0,6.7,4.9,3.6,0.0,1.0
29,30.0,Philadelphia Eagles,16.0,282.0,534.0,52.8,2413.0,7.0,1.3,18.0,3.4,61.0,5.1,3.9,9.7,150.8,57.7,56.0,317.0,9.5,4.1,3.0,1.0,1.0
30,,Avg Team,,292.2,516.3,56.6,3279.5,21.9,4.2,17.0,3.3,75.0,6.8,6.2,12.1,205.0,78.3,40.2,256.7,7.2,5.89,5.3,1.8,2.3
31,,League Total,,8766.0,15489.0,56.6,98384.0,658.0,4.2,509.0,3.3,98.0,6.8,6.2,12.1,205.0,78.3,1207.0,7702.0,7.2,5.89,5.3,54.0,68.0
32,,Avg Tm/G,,18.3,32.3,56.6,205.0,1.4,4.2,1.1,3.3,,6.8,6.2,12.1,205.0,78.3,2.5,16.0,7.2,5.89,5.3,,
