,Rk,Tm,G,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD
0,1.0,Chicago Bears,10.0,132.0,244.0,54.1,1857.0,14.0,5.7,12.0,4.9,65.0,7.6,6.5,14.1,185.7,77.5,0.0,0.0,0,7.6,6.5,0.0,0.0
1,2.0,Washington Redskins,10.0,146.0,228.0,64.0,1838.0,12.0,5.3,11.0,4.8,70.0,8.1,6.9,12.6,183.8,86.5,0.0,0.0,0,8.1,6.9,,
2,3.0,Cleveland Rams,10.0,99.0,199.0,49.7,1767.0,16.0,8.0,20.0,10.1,84.0,8.9,6.0,17.8,176.7,67.8,0.0,0.0,0,8.9,6.0,,
3,4.0,Detroit Lions,10.0,87.0,238.0,36.6,1544.0,15.0,6.3,36.0,15.1,63.0,6.5,0.9,17.7,154.4,41.0,0.0,0.0,0,6.5,0.9,,
4,5.0,Green Bay Packers,10.0,81.0,218.0,37.2,1536.0,14.0,6.4,24.0,11.0,75.0,7.0,3.4,19.0,153.6,44.2,0.0,0.0,0,7.0,3.4,,
5,6.0,New York Giants,10.0,92.0,201.0,45.8,1534.0,16.0,8.0,16.0,8.0,54.0,7.6,5.6,16.7,153.4,65.4,0.0,0.0,0,7.6,5.6,,
6,7.0,Chicago Cardinals,10.0,99.0,267.0,37.1,1328.0,5.0,1.9,18.0,6.7,70.0,5.0,2.3,13.4,132.8,31.9,0.0,0.0,0,5.0,2.3,,
7,8.0,Philadelphia Eagles,10.0,98.0,187.0,52.4,1321.0,11.0,5.9,14.0,7.5,74.0,7.1,4.9,13.5,132.1,63.6,0.0,0.0,0,7.1,4.9,0.0,0.0
8,9.0,Bos/Bkn Yanks/Tigers,10.0,66.0,160.0,41.3,1000.0,6.0,3.8,21.0,13.1,80.0,6.3,1.1,15.2,100.0,35.4,0.0,0.0,0,6.3,1.1,0.0,0.0
9,10.0,Pittsburgh Steelers,10.0,61.0,165.0,37.0,652.0,0.0,0.0,21.0,12.7,52.0,4.0,-1.8,10.7,65.2,9.8,0.0,0.0,0,4.0,-1.8,0.0,0.0
10,,Avg Team,,96.1,210.7,45.6,1437.7,10.9,5.2,19.3,9.2,69.0,6.8,3.7,15.0,143.8,47.6,0.0,0.0,0,6.82,3.7,0.0,0.0
11,,League Total,,961.0,2107.0,45.6,14377.0,109.0,5.2,193.0,9.2,84.0,6.8,3.7,15.0,143.8,47.6,0.0,0.0,0,6.82,3.7,0.0,0.0
12,,Avg Tm/G,,9.6,21.1,45.6,143.8,1.1,5.2,1.9,9.2,,6.8,3.7,15.0,143.8,47.6,0.0,0.0,0,6.82,3.7,,
