,Rk,Tm,G,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,EXP
0,1.0,Indianapolis Colts,16.0,410.0,661.0,62.0,4894.0,42.0,6.4,16.0,2.4,80.0,7.7,7.8,12.3,305.9,96.8,29.0,168.0,4.2,7.1,7.3,1.0,1.0,144.43
1,2.0,Pittsburgh Steelers,16.0,411.0,612.0,67.2,4825.0,33.0,5.4,10.0,1.6,94.0,8.2,8.5,12.2,301.6,103.2,33.0,172.0,5.1,7.5,7.8,2.0,3.0,180.29
2,3.0,New Orleans Saints,16.0,456.0,659.0,69.2,4764.0,33.0,5.0,17.0,2.6,69.0,7.5,7.4,10.9,297.8,97.0,30.0,188.0,4.4,6.9,6.8,2.0,2.0,147.22
3,4.0,Denver Broncos,16.0,399.0,607.0,65.7,4661.0,40.0,6.6,15.0,2.5,86.0,7.9,8.1,12.0,291.3,101.3,17.0,118.0,2.7,7.5,7.7,1.0,1.0,162.22
4,5.0,Atlanta Falcons,16.0,418.0,632.0,66.1,4553.0,28.0,4.4,15.0,2.4,79.0,7.5,7.3,11.4,284.6,93.4,31.0,205.0,4.7,6.9,6.7,3.0,3.0,93.29
5,6.0,Philadelphia Eagles,16.0,384.0,621.0,61.8,4356.0,27.0,4.3,21.0,3.4,72.0,7.4,6.7,11.9,272.3,84.8,32.0,225.0,4.9,6.7,6.1,2.0,3.0,75.18
6,7.0,New York Giants,16.0,383.0,607.0,63.1,4272.0,30.0,4.9,14.0,2.3,80.0,7.4,7.3,11.7,267.0,92.2,30.0,198.0,4.7,6.7,6.7,1.0,1.0,84.41
7,8.0,Green Bay Packers,16.0,349.0,536.0,65.1,4261.0,38.0,7.1,6.0,1.1,80.0,8.3,9.2,12.7,266.3,109.9,30.0,186.0,5.3,7.5,8.4,1.0,1.0,215.46
8,9.0,New England Patriots,16.0,392.0,609.0,64.4,4121.0,34.0,5.6,9.0,1.5,69.0,7.0,7.5,10.9,257.6,97.5,26.0,170.0,4.1,6.5,6.9,2.0,2.0,187.79
9,10.0,San Diego Chargers,16.0,380.0,574.0,66.2,4098.0,31.0,5.4,18.0,3.1,59.0,7.5,7.2,11.3,256.1,93.4,37.0,198.0,6.1,6.7,6.4,3.0,3.0,114.61
10,11.0,Washington Redskins,16.0,364.0,547.0,66.5,4047.0,18.0,3.3,18.0,3.3,81.0,8.2,7.3,12.3,252.9,88.8,58.0,414.0,9.6,6.7,5.9,1.0,3.0,34.27
11,12.0,Detroit Lions,16.0,365.0,604.0,60.4,4030.0,22.0,3.6,12.0,2.0,73.0,7.1,6.9,11.7,251.9,85.9,45.0,254.0,6.9,6.2,6.1,5.0,5.0,84.73
12,13.0,Baltimore Ravens,16.0,344.0,554.0,62.1,3819.0,27.0,4.9,12.0,2.2,80.0,7.2,7.2,11.6,238.7,91.0,19.0,167.0,3.3,6.7,6.7,2.0,2.0,159.57
13,14.0,Arizona Cardinals,16.0,320.0,568.0,56.3,3808.0,21.0,3.7,12.0,2.1,81.0,7.0,6.8,12.5,238.0,81.8,28.0,182.0,4.7,6.4,6.2,3.0,3.0,51.96
14,15.0,Chicago Bears,16.0,396.0,609.0,65.0,3792.0,30.0,4.9,19.0,3.1,74.0,6.6,6.2,10.2,237.0,87.3,41.0,243.0,6.3,5.8,5.4,1.0,1.0,0.11
15,16.0,Dallas Cowboys,16.0,328.0,476.0,68.9,3784.0,37.0,7.8,11.0,2.3,68.0,8.4,8.9,12.2,236.5,110.9,30.0,224.0,5.9,7.5,8.0,3.0,4.0,185.49
16,17.0,Miami Dolphins,16.0,394.0,595.0,66.2,3729.0,27.0,4.5,12.0,2.0,50.0,6.8,6.8,10.3,233.1,92.5,46.0,337.0,7.2,5.8,5.8,2.0,1.0,81.58
17,18.0,Buffalo Bills,16.0,363.0,579.0,62.7,3614.0,23.0,4.0,13.0,2.2,84.0,6.7,6.4,10.6,225.9,86.0,39.0,242.0,6.3,5.8,5.6,2.0,3.0,18.12
18,19.0,Carolina Panthers,16.0,327.0,545.0,60.0,3511.0,23.0,4.2,12.0,2.2,51.0,7.0,6.9,11.7,219.4,86.2,42.0,317.0,7.2,6.0,5.8,3.0,2.0,57.94
19,20.0,Cleveland Browns,16.0,274.0,502.0,54.6,3465.0,12.0,2.4,16.0,3.2,81.0,7.3,6.4,13.4,216.6,72.8,31.0,213.0,5.8,6.5,5.6,4.0,4.0,24.15
20,21.0,Cincinnati Bengals,16.0,323.0,503.0,64.2,3421.0,20.0,4.0,17.0,3.4,81.0,7.1,6.3,11.0,213.8,84.2,23.0,130.0,4.4,6.5,5.8,4.0,3.0,16.91
21,22.0,Tennessee Titans,16.0,299.0,513.0,58.3,3412.0,20.0,3.9,16.0,3.1,80.0,7.3,6.7,12.5,213.3,81.0,50.0,326.0,8.9,6.1,5.5,,,-32.48
22,23.0,St. Louis Rams,16.0,327.0,515.0,63.5,3400.0,20.0,3.9,16.0,3.1,63.0,7.2,6.6,11.3,212.5,84.9,47.0,295.0,8.4,6.0,5.5,1.0,2.0,1.4
23,24.0,Houston Texans,16.0,295.0,485.0,60.8,3352.0,22.0,4.5,13.0,2.7,76.0,7.1,6.8,11.7,209.5,86.4,26.0,108.0,5.1,6.6,6.3,1.0,1.0,53.97
24,25.0,Tampa Bay Buccaneers,16.0,301.0,531.0,56.7,3297.0,21.0,4.0,20.0,3.8,56.0,6.8,5.9,12.0,206.1,75.2,52.0,326.0,8.9,5.7,4.8,1.0,1.0,-19.5
25,26.0,Oakland Raiders,16.0,365.0,629.0,58.0,3275.0,22.0,3.5,16.0,2.5,77.0,5.5,5.0,9.5,204.7,74.4,28.0,181.0,4.3,5.0,4.6,1.0,1.0,-57.96
26,27.0,Seattle Seahawks,16.0,287.0,454.0,63.2,3250.0,20.0,4.4,7.0,1.5,80.0,7.7,7.9,12.2,203.1,95.1,42.0,242.0,8.5,6.6,6.7,1.0,4.0,89.42
27,28.0,Minnesota Vikings,16.0,322.0,517.0,62.3,3244.0,17.0,3.3,18.0,3.5,87.0,6.9,6.0,11.1,202.8,79.2,51.0,322.0,9.0,5.7,4.9,3.0,3.0,7.68
28,29.0,Kansas City Chiefs,16.0,320.0,493.0,64.9,3182.0,18.0,3.7,6.0,1.2,70.0,7.0,7.1,10.7,198.9,92.2,49.0,246.0,9.0,5.9,6.0,3.0,3.0,59.7
29,30.0,San Francisco 49ers,16.0,292.0,487.0,60.0,3063.0,20.0,4.1,10.0,2.1,80.0,7.0,6.9,11.7,191.4,86.3,52.0,344.0,9.6,5.7,5.6,3.0,2.0,43.51
30,31.0,Jacksonville Jaguars,16.0,325.0,557.0,58.3,3001.0,15.0,2.7,18.0,3.2,63.0,6.2,5.3,10.6,187.6,72.0,71.0,450.0,11.3,4.8,4.0,1.0,1.0,-104.4
31,32.0,New York Jets,16.0,287.0,498.0,57.6,2946.0,16.0,3.2,15.0,3.0,74.0,6.4,5.7,11.2,184.1,75.1,47.0,260.0,8.6,5.4,4.8,1.0,2.0,-16.7
32,,Avg Team,,350.0,558.7,62.6,3789.0,25.2,4.5,14.1,2.5,74.0,7.2,7.0,11.5,236.8,88.9,37.9,239.1,6.3,6.35,6.1,2.0,2.2,67.0
33,,League Total,,11200.0,17879.0,62.6,121247.0,807.0,4.5,450.0,2.5,94.0,7.2,7.0,11.5,236.8,88.9,1212.0,7651.0,6.3,6.35,6.1,64.0,71.0,
34,,Avg Tm/G,,21.9,34.9,62.6,236.8,1.6,4.5,0.9,2.5,,7.2,7.0,11.5,236.8,88.9,2.4,14.9,6.3,6.35,6.1,,,
