,Rk,Tm,G,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD
0,1.0,Baltimore Colts,14.0,248.0,433.0,57.3,3296.0,20.0,4.6,12.0,2.8,64.0,8.3,8.0,14.5,235.4,88.4,44.0,309.0,9.2,6.9,6.6,3.0,3.0
1,2.0,New York Giants,14.0,243.0,426.0,57.0,3247.0,39.0,9.2,21.0,4.9,70.0,8.4,8.0,14.6,231.9,94.4,35.0,311.0,7.6,7.0,6.7,1.0,1.0
2,3.0,Washington Redskins,14.0,204.0,430.0,47.4,3134.0,17.0,4.0,34.0,7.9,99.0,8.2,5.4,17.3,223.9,56.0,43.0,391.0,9.1,6.6,4.1,1.0,1.0
3,4.0,St. Louis Cardinals,14.0,228.0,438.0,52.1,3031.0,30.0,6.8,21.0,4.8,78.0,7.8,7.0,14.9,216.5,80.7,40.0,372.0,8.4,6.3,5.6,2.0,3.0
4,5.0,Pittsburgh Steelers,14.0,170.0,368.0,46.2,2777.0,21.0,5.7,20.0,5.4,85.0,8.2,6.9,17.8,198.4,71.2,30.0,251.0,7.5,7.0,5.8,6.0,4.0
5,6.0,Detroit Lions,14.0,202.0,406.0,49.8,2723.0,26.0,6.4,26.0,6.4,75.0,7.4,5.8,14.8,194.5,69.0,33.0,274.0,7.5,6.2,4.7,1.0,0.0
6,7.0,Green Bay Packers,14.0,179.0,345.0,51.9,2533.0,22.0,6.4,21.0,6.1,64.0,7.9,6.4,15.1,180.9,74.0,20.0,178.0,5.5,6.9,5.6,1.0,2.0
7,8.0,Chicago Bears,14.0,221.0,404.0,54.7,2493.0,18.0,4.5,14.0,3.5,63.0,6.6,5.9,12.1,178.1,75.6,20.0,177.0,4.7,5.9,5.2,3.0,1.0
8,9.0,Dallas Cowboys,14.0,200.0,375.0,53.3,2468.0,20.0,5.3,21.0,5.6,75.0,7.5,6.0,14.0,176.3,72.1,43.0,331.0,10.3,5.9,4.6,1.0,1.0
9,10.0,Philadelphia Eagles,14.0,193.0,380.0,50.8,2414.0,22.0,5.8,31.0,8.2,80.0,7.0,4.5,13.8,172.4,58.9,27.0,252.0,6.6,5.9,3.6,1.0,0.0
10,11.0,Cleveland Browns,14.0,164.0,322.0,50.9,2217.0,27.0,8.4,20.0,6.2,83.0,7.6,6.5,14.9,158.4,78.3,25.0,232.0,7.2,6.4,5.4,1.0,1.0
11,12.0,Minnesota Vikings,14.0,197.0,355.0,55.5,2169.0,16.0,4.5,17.0,4.8,67.0,7.6,6.3,13.6,154.9,74.9,51.0,518.0,12.6,5.3,4.2,2.0,2.0
12,13.0,Los Angeles Rams,14.0,186.0,384.0,48.4,2077.0,11.0,2.9,22.0,5.7,77.0,6.7,4.7,13.8,148.4,55.9,59.0,481.0,13.3,4.7,3.0,3.0,3.0
13,14.0,San Francisco 49ers,14.0,156.0,349.0,44.7,1827.0,13.0,3.7,22.0,6.3,68.0,6.0,3.9,13.4,130.5,50.4,35.0,263.0,9.1,4.8,2.9,,
14,,Avg Team,,199.4,386.8,51.5,2600.4,21.6,5.6,21.6,5.6,75.0,7.5,6.1,14.6,185.7,71.7,36.1,310.0,8.5,6.15,4.9,1.9,1.6
15,,League Total,,2791.0,5415.0,51.5,36406.0,302.0,5.6,302.0,5.6,99.0,7.5,6.1,14.6,185.7,71.7,505.0,4340.0,8.5,6.15,4.9,26.0,22.0
16,,Avg Tm/G,,14.2,27.6,51.5,185.7,1.5,5.6,1.5,5.6,,7.5,6.1,14.6,185.7,71.7,2.6,22.1,8.5,6.15,4.9,,
