,Rk,Tm,G,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD
0,1.0,Jacksonville Jaguars,16.0,353.0,557.0,63.4,4110.0,19.0,3.4,20.0,3.6,62.0,7.8,6.9,12.4,256.9,84.0,50.0,257.0,8.2,6.8,5.9,3.0,3.0
1,2.0,Baltimore Ravens,16.0,335.0,570.0,58.8,3978.0,34.0,6.0,20.0,3.5,86.0,7.5,7.1,12.8,248.6,87.6,38.0,296.0,6.3,6.5,6.2,2.0,3.0
2,3.0,New England Patriots,16.0,374.0,628.0,59.6,3901.0,27.0,4.3,15.0,2.4,84.0,6.5,6.3,10.9,243.8,83.2,30.0,190.0,4.6,5.9,5.7,3.0,4.0
3,4.0,Philadelphia Eagles,16.0,328.0,548.0,59.9,3745.0,19.0,3.5,18.0,3.3,62.0,7.3,6.5,12.1,234.1,80.1,39.0,234.0,6.6,6.4,5.6,2.0,3.0
4,5.0,Green Bay Packers,16.0,328.0,548.0,59.9,3697.0,39.0,7.1,13.0,2.4,80.0,7.2,7.5,12.0,231.1,95.7,40.0,241.0,6.8,6.3,6.6,1.0,1.0
5,6.0,Arizona Cardinals,16.0,336.0,613.0,54.8,3688.0,23.0,3.8,21.0,3.4,69.0,6.4,5.6,11.7,230.5,72.6,36.0,229.0,5.5,5.7,4.9,4.0,4.0
6,7.0,San Francisco 49ers,16.0,358.0,550.0,65.1,3659.0,24.0,4.4,16.0,2.9,52.0,7.0,6.6,10.8,228.7,88.0,42.0,200.0,7.1,6.2,5.8,3.0,3.0
7,8.0,Minnesota Vikings,16.0,331.0,561.0,59.0,3658.0,24.0,4.3,19.0,3.4,82.0,7.0,6.3,11.8,228.6,80.4,34.0,241.0,5.7,6.1,5.5,3.0,5.0
8,9.0,Atlanta Falcons,16.0,356.0,600.0,59.3,3655.0,26.0,4.3,30.0,5.0,67.0,6.5,5.1,11.0,228.4,72.3,42.0,254.0,6.5,5.7,4.4,,
9,10.0,New York Jets,16.0,339.0,629.0,53.9,3625.0,22.0,3.5,30.0,4.8,78.0,6.2,4.8,11.5,226.6,64.7,41.0,286.0,6.1,5.4,4.1,,
10,11.0,Miami Dolphins,16.0,300.0,504.0,59.5,3543.0,22.0,4.4,11.0,2.2,74.0,7.5,7.4,12.6,221.4,88.4,36.0,240.0,6.7,6.6,6.5,0.0,1.0
