,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,Unnamed: 8_level_0,Unnamed: 9_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,Unnamed: 25_level_0,Unnamed: 26_level_0
,Rk,Tm,G,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,Sc%,TO%
0,1.0,Miami Dolphins,14.0,385.0,5036.0,893.0,5.6,28.0,16.0,291.0,144.0,259.0,2076.0,17.0,12.0,7.4,102.0,613.0,2960.0,26.0,4.8,170.0,68.0,714.0,19.0,,
1,2.0,New York Jets,14.0,367.0,4787.0,825.0,5.8,31.0,9.0,250.0,172.0,347.0,2777.0,21.0,22.0,7.6,117.0,461.0,2010.0,18.0,4.4,106.0,74.0,719.0,27.0,,
2,3.0,Oakland Raiders,14.0,365.0,4745.0,915.0,5.2,32.0,17.0,297.0,198.0,370.0,2369.0,23.0,15.0,6.0,122.0,521.0,2376.0,20.0,4.6,145.0,84.0,757.0,30.0,,
3,4.0,San Francisco 49ers,14.0,353.0,4351.0,847.0,5.1,37.0,13.0,234.0,217.0,380.0,2735.0,27.0,24.0,6.8,129.0,445.0,1616.0,11.0,3.6,87.0,73.0,664.0,18.0,,
4,5.0,Pittsburgh Steelers,14.0,343.0,4231.0,853.0,5.0,26.0,14.0,228.0,156.0,324.0,1711.0,12.0,12.0,4.8,79.0,497.0,2520.0,22.0,5.1,131.0,81.0,728.0,18.0,,
5,6.0,Detroit Lions,14.0,339.0,4155.0,804.0,5.2,25.0,7.0,240.0,155.0,305.0,2134.0,19.0,18.0,6.4,97.0,473.0,2021.0,20.0,4.3,120.0,48.0,417.0,23.0,,
6,7.0,Washington Redskins,14.0,336.0,4275.0,808.0,5.3,26.0,11.0,235.0,159.0,284.0,2193.0,21.0,15.0,7.4,106.0,513.0,2082.0,17.0,4.1,110.0,78.0,721.0,19.0,,
7,8.0,New York Giants,14.0,331.0,4483.0,878.0,5.1,29.0,14.0,265.0,206.0,344.0,2461.0,20.0,15.0,7.0,124.0,524.0,2022.0,16.0,3.9,120.0,57.0,512.0,21.0,,
8,9.0,Denver Broncos,14.0,325.0,4472.0,831.0,5.4,34.0,11.0,237.0,201.0,384.0,2634.0,19.0,23.0,6.2,132.0,409.0,1838.0,17.0,4.5,87.0,89.0,827.0,18.0,,
9,10.0,Dallas Cowboys,14.0,319.0,4466.0,897.0,5.0,38.0,15.0,256.0,196.0,367.0,2342.0,16.0,23.0,5.9,126.0,499.0,2124.0,17.0,4.3,118.0,90.0,841.0,12.0,,
10,11.0,Green Bay Packers,14.0,304.0,3539.0,798.0,4.4,19.0,10.0,195.0,101.0,237.0,1412.0,7.0,9.0,5.6,72.0,544.0,2127.0,17.0,3.9,109.0,63.0,610.0,14.0,,
11,12.0,Minnesota Vikings,14.0,301.0,4263.0,883.0,4.8,32.0,19.0,235.0,218.0,385.0,2523.0,19.0,13.0,6.1,127.0,472.0,1740.0,11.0,3.7,95.0,51.0,440.0,13.0,,
12,13.0,Cincinnati Bengals,14.0,299.0,4317.0,899.0,4.8,29.0,18.0,255.0,219.0,384.0,2321.0,10.0,11.0,5.7,122.0,491.0,1996.0,16.0,4.1,112.0,76.0,738.0,21.0,,
13,14.0,Los Angeles Rams,14.0,291.0,4355.0,859.0,5.1,31.0,9.0,238.0,184.0,371.0,2146.0,13.0,22.0,5.5,108.0,472.0,2209.0,17.0,4.7,113.0,78.0,648.0,17.0,,
14,15.0,Kansas City Chiefs,14.0,287.0,3953.0,894.0,4.4,32.0,12.0,245.0,217.0,384.0,2038.0,20.0,20.0,4.9,116.0,476.0,1915.0,6.0,4.0,118.0,69.0,653.0,11.0,,
15,16.0,Atlanta Falcons,14.0,269.0,4011.0,837.0,4.8,34.0,19.0,231.0,157.0,296.0,1919.0,13.0,15.0,5.7,101.0,500.0,2092.0,16.0,4.2,113.0,73.0,650.0,17.0,,
16,17.0,Cleveland Browns,14.0,268.0,3709.0,817.0,4.5,28.0,9.0,215.0,158.0,337.0,1916.0,13.0,19.0,5.3,101.0,453.0,1793.0,13.0,4.0,102.0,57.0,536.0,12.0,,
17,18.0,San Diego Chargers,14.0,264.0,4299.0,904.0,4.8,48.0,20.0,262.0,192.0,377.0,2304.0,15.0,28.0,5.8,116.0,504.0,1995.0,12.0,4.0,123.0,87.0,789.0,23.0,,
18,19.0,Buffalo Bills,14.0,257.0,3733.0,877.0,4.3,39.0,15.0,221.0,164.0,316.0,1601.0,16.0,24.0,4.4,98.0,512.0,2132.0,11.0,4.2,104.0,87.0,900.0,19.0,,
19,20.0,Baltimore Colts,14.0,235.0,4187.0,868.0,4.8,34.0,22.0,251.0,203.0,381.0,2293.0,15.0,12.0,5.6,124.0,462.0,1894.0,10.0,4.1,97.0,58.0,605.0,30.0,,
20,21.0,Chicago Bears,14.0,225.0,3468.0,773.0,4.5,35.0,22.0,190.0,78.0,205.0,1108.0,9.0,13.0,4.7,54.0,536.0,2360.0,15.0,4.4,124.0,74.0,574.0,12.0,,
21,22.0,New Orleans Saints,14.0,215.0,3664.0,829.0,4.4,37.0,16.0,226.0,230.0,449.0,2434.0,18.0,21.0,4.9,123.0,337.0,1230.0,5.0,3.6,83.0,69.0,585.0,20.0,,
22,23.0,St. Louis Cardinals,14.0,193.0,3267.0,754.0,4.3,39.0,16.0,181.0,171.0,363.0,2038.0,11.0,23.0,5.2,102.0,361.0,1229.0,9.0,3.4,68.0,64.0,582.0,11.0,,
23,24.0,New England Patriots,14.0,192.0,3659.0,842.0,4.3,38.0,10.0,236.0,198.0,412.0,2127.0,10.0,28.0,4.7,126.0,386.0,1532.0,13.0,4.0,86.0,66.0,761.0,24.0,,
24,25.0,Houston Oilers,14.0,164.0,3191.0,817.0,3.9,33.0,10.0,183.0,181.0,375.0,1673.0,10.0,23.0,4.0,88.0,397.0,1518.0,7.0,3.8,80.0,66.0,581.0,15.0,,
25,26.0,Philadelphia Eagles,14.0,145.0,3463.0,826.0,4.2,38.0,18.0,203.0,184.0,375.0,2070.0,10.0,20.0,4.8,110.0,398.0,1393.0,2.0,3.5,78.0,76.0,690.0,15.0,,
26,,Avg Team,,283.5,4080.0,847.2,4.8,32.8,14.3,234.6,179.2,346.6,2129.0,15.5,18.5,5.7,108.5,471.4,1950.9,14.0,4.1,107.7,71.4,663.2,18.4,,
27,,League Total,,7372.0,106079.0,22028.0,4.8,852.0,372.0,6100.0,4659.0,9011.0,55355.0,404.0,480.0,5.7,2822.0,12256.0,50724.0,364.0,4.1,2799.0,1856.0,17242.0,479.0,,
28,,Avg Tm/G,,20.3,291.4,60.5,4.8,2.3,1.0,16.8,12.8,24.8,152.1,1.1,1.3,5.7,7.8,33.7,139.4,1.0,4.1,7.7,5.1,47.4,1.3,,
