,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,Unnamed: 8_level_0,Unnamed: 9_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,Unnamed: 25_level_0,Unnamed: 26_level_0
13,14.0,Kansas City Chiefs,16.0,319.0,4321.0,1010.0,4.3,30.0,16.0,270.0,237.0,401.0,2448.0,15.0,14.0,5.3,122.0,552.0,1873.0,15.0,3.4,130.0,74.0,591.0,18.0,,
14,15.0,Minnesota Vikings,16.0,317.0,5330.0,1048.0,5.1,26.0,3.0,324.0,331.0,574.0,3688.0,22.0,23.0,6.0,191.0,433.0,1642.0,14.0,3.8,100.0,90.0,717.0,33.0,,
15,16.0,Denver Broncos,16.0,310.0,4642.0,991.0,4.7,37.0,12.0,286.0,262.0,467.0,2777.0,14.0,25.0,5.4,158.0,480.0,1865.0,16.0,3.9,107.0,93.0,899.0,21.0,,
16,17.0,Chicago Bears,16.0,304.0,4835.0,1016.0,4.8,39.0,14.0,286.0,209.0,404.0,2395.0,13.0,25.0,5.5,121.0,579.0,2440.0,22.0,4.2,139.0,100.0,842.0,26.0,,
17,18.0,New York Jets,16.0,302.0,4882.0,993.0,4.9,41.0,11.0,289.0,265.0,481.0,3009.0,17.0,30.0,5.8,146.0,470.0,1873.0,17.0,4.0,124.0,103.0,767.0,19.0,,
18,19.0,St. Louis Cardinals,16.0,299.0,4859.0,1039.0,4.7,37.0,13.0,281.0,239.0,470.0,2676.0,16.0,24.0,5.1,137.0,519.0,2183.0,19.0,4.2,123.0,103.0,922.0,21.0,,
19,20.0,Houston Oilers,16.0,295.0,5642.0,1063.0,5.3,47.0,19.0,329.0,296.0,463.0,3007.0,15.0,28.0,6.1,152.0,573.0,2635.0,18.0,4.6,155.0,101.0,838.0,22.0,,
20,21.0,Seattle Seahawks,16.0,291.0,4879.0,1024.0,4.8,38.0,15.0,302.0,287.0,517.0,3096.0,18.0,23.0,5.5,166.0,456.0,1783.0,13.0,3.9,114.0,109.0,901.0,22.0,,
21,22.0,New Orleans Saints,16.0,291.0,5010.0,960.0,5.2,35.0,13.0,285.0,334.0,566.0,3648.0,26.0,22.0,6.0,183.0,348.0,1362.0,9.0,3.9,80.0,98.0,837.0,22.0,,
22,23.0,Tampa Bay Buccaneers,16.0,271.0,5059.0,1031.0,4.9,38.0,21.0,281.0,256.0,530.0,3220.0,20.0,17.0,5.8,154.0,477.0,1839.0,9.0,3.9,102.0,90.0,840.0,25.0,,
23,24.0,Miami Dolphins,16.0,266.0,4564.0,1015.0,4.5,42.0,16.0,284.0,267.0,492.0,2688.0,21.0,26.0,5.1,149.0,492.0,1876.0,9.0,3.8,107.0,74.0,567.0,28.0,,
24,25.0,Washington Redskins,16.0,261.0,4854.0,1039.0,4.7,36.0,18.0,279.0,284.0,486.0,2838.0,17.0,18.0,5.4,148.0,517.0,2016.0,12.0,3.9,109.0,114.0,1008.0,22.0,,
25,26.0,New York Giants,16.0,249.0,4339.0,1044.0,4.2,43.0,18.0,261.0,245.0,514.0,2609.0,19.0,25.0,4.7,136.0,483.0,1730.0,10.0,3.6,100.0,98.0,962.0,25.0,,
26,27.0,Cincinnati Bengals,16.0,244.0,4884.0,1060.0,4.6,33.0,8.0,283.0,281.0,510.0,2815.0,17.0,25.0,5.1,147.0,513.0,2069.0,9.0,4.0,111.0,118.0,949.0,25.0,,
27,28.0,Green Bay Packers,16.0,231.0,5097.0,1047.0,4.9,41.0,12.0,307.0,289.0,511.0,3291.0,15.0,29.0,5.9,164.0,493.0,1806.0,13.0,3.7,119.0,84.0,697.0,24.0,,
28,,Avg Team,,327.8,5175.8,1040.0,5.0,37.1,14.7,304.6,275.0,489.5,3135.3,21.6,22.4,6.0,161.8,513.7,2040.5,15.4,4.0,119.5,99.4,850.8,23.3,,
29,,League Total,,9178.0,144923.0,29120.0,5.0,1039.0,412.0,8528.0,7699.0,13705.0,87788.0,606.0,627.0,6.0,4530.0,14384.0,57135.0,431.0,4.0,3346.0,2784.0,23822.0,652.0,,
30,,Avg Tm/G,,20.5,323.5,65.0,5.0,2.3,0.9,19.0,17.2,30.6,196.0,1.4,1.4,6.0,10.1,32.1,127.5,1.0,4.0,7.5,6.2,53.2,1.5,,
