,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,Unnamed: 8_level_0,Unnamed: 9_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,Unnamed: 25_level_0,Unnamed: 26_level_0
,Rk,Tm,G,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,Sc%,TO%
0,1.0,Dallas Cowboys,16.0,454.0,5482.0,1075.0,5.1,39.0,14.0,337.0,265.0,449.0,3104.0,30.0,25.0,6.5,171.0,595.0,2378.0,26.0,4.0,143.0,109.0,908.0,23.0,,
1,2.0,New England Patriots,16.0,441.0,5435.0,1026.0,5.3,36.0,9.0,319.0,240.0,413.0,3195.0,27.0,27.0,7.3,154.0,588.0,2240.0,19.0,3.8,139.0,79.0,696.0,26.0,,
2,3.0,Los Angeles Rams,16.0,424.0,6006.0,1095.0,5.5,36.0,13.0,316.0,261.0,451.0,3207.0,31.0,23.0,6.7,157.0,615.0,2799.0,17.0,4.6,144.0,118.0,973.0,15.0,,
3,4.0,San Diego Chargers,16.0,418.0,6410.0,1135.0,5.6,48.0,22.0,372.0,350.0,594.0,4531.0,30.0,26.0,7.2,244.0,509.0,1879.0,18.0,3.7,106.0,109.0,912.0,22.0,,
4,5.0,Atlanta Falcons,16.0,405.0,5649.0,1061.0,5.3,26.0,9.0,336.0,259.0,467.0,3244.0,31.0,17.0,6.5,166.0,559.0,2405.0,15.0,4.3,145.0,91.0,861.0,25.0,,
5,6.0,Philadelphia Eagles,16.0,384.0,5519.0,1036.0,5.3,28.0,16.0,326.0,275.0,477.0,3524.0,28.0,12.0,6.9,186.0,527.0,1995.0,19.0,3.8,118.0,96.0,809.0,22.0,,
6,7.0,Oakland Raiders,16.0,364.0,5045.0,1044.0,4.8,44.0,20.0,281.0,235.0,456.0,2899.0,23.0,24.0,5.8,149.0,541.0,2146.0,14.0,4.0,108.0,98.0,929.0,24.0,,
7,8.0,Cleveland Browns,16.0,357.0,5588.0,1013.0,5.5,28.0,14.0,336.0,337.0,554.0,3915.0,30.0,14.0,6.8,207.0,436.0,1673.0,15.0,3.8,102.0,117.0,1042.0,27.0,,
8,9.0,Baltimore Colts,16.0,355.0,5206.0,1056.0,4.9,37.0,13.0,327.0,272.0,493.0,3128.0,25.0,24.0,5.9,174.0,527.0,2078.0,20.0,3.9,128.0,104.0,914.0,25.0,,
9,10.0,Pittsburgh Steelers,16.0,352.0,5554.0,1033.0,5.4,42.0,18.0,308.0,250.0,484.0,3568.0,26.0,24.0,6.8,177.0,512.0,1986.0,15.0,3.9,111.0,111.0,933.0,20.0,,
10,11.0,Detroit Lions,16.0,334.0,5540.0,1040.0,5.3,31.0,19.0,308.0,248.0,423.0,2941.0,13.0,12.0,6.3,143.0,572.0,2599.0,21.0,4.5,143.0,104.0,844.0,22.0,,
11,12.0,Buffalo Bills,16.0,320.0,4972.0,1084.0,4.6,41.0,22.0,317.0,262.0,461.0,2750.0,20.0,19.0,5.7,157.0,603.0,2222.0,17.0,3.7,134.0,90.0,731.0,26.0,,
12,13.0,San Francisco 49ers,16.0,320.0,5320.0,1042.0,5.1,40.0,14.0,298.0,363.0,597.0,3577.0,27.0,26.0,5.7,171.0,415.0,1743.0,10.0,4.2,105.0,109.0,933.0,22.0,,
