,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,Unnamed: 8_level_0,Unnamed: 9_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,Unnamed: 25_level_0,Unnamed: 26_level_0
,Rk,Tm,G,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,Sc%,TO%
0,1.0,Green Bay Packers,12.0,248.0,3293.0,745.0,4.4,19.0,0.0,148.0,108.0,255.0,1629.0,17.0,19.0,6.4,,490.0,1664.0,11.0,3.4,148.0,0.0,478.0,,,
1,2.0,Detroit Lions,12.0,235.0,3703.0,737.0,5.0,23.0,0.0,170.0,61.0,146.0,818.0,6.0,23.0,5.6,,591.0,2885.0,22.0,4.9,170.0,0.0,290.0,,,
2,3.0,Chicago Bears,12.0,222.0,3305.0,722.0,4.6,21.0,0.0,145.0,58.0,170.0,1099.0,16.0,21.0,6.5,,552.0,2206.0,12.0,4.0,145.0,0.0,435.0,,,
3,4.0,Boston Redskins,12.0,149.0,2556.0,649.0,3.9,23.0,0.0,113.0,77.0,214.0,1102.0,5.0,23.0,5.1,,435.0,1454.0,8.0,3.3,113.0,0.0,275.0,,,
4,5.0,New York Giants,12.0,115.0,2724.0,696.0,3.9,17.0,0.0,146.0,69.0,179.0,887.0,10.0,17.0,5.0,,517.0,1837.0,4.0,3.6,146.0,0.0,205.0,,,
5,6.0,Pittsburgh Pirates,12.0,98.0,2178.0,670.0,3.3,28.0,0.0,117.0,81.0,198.0,1078.0,5.0,28.0,5.4,,472.0,1100.0,4.0,2.3,117.0,0.0,336.0,,,
6,7.0,Brooklyn Dodgers,12.0,92.0,1921.0,505.0,3.8,23.0,0.0,90.0,43.0,141.0,621.0,2.0,23.0,4.4,,364.0,1300.0,9.0,3.6,90.0,0.0,210.0,,,
7,8.0,Chicago Cardinals,12.0,74.0,2632.0,742.0,3.5,26.0,0.0,138.0,68.0,183.0,1123.0,3.0,26.0,6.1,,559.0,1509.0,5.0,2.7,138.0,0.0,415.0,,,
8,9.0,Philadelphia Eagles,12.0,51.0,2018.0,643.0,3.1,36.0,0.0,99.0,39.0,170.0,603.0,3.0,36.0,3.5,,473.0,1415.0,2.0,3.0,99.0,0.0,159.0,,,
9,,Avg Team,,142.7,2703.3,678.8,4.0,24.0,0.0,129.6,67.1,184.0,995.6,7.4,24.0,5.4,,494.8,1707.8,8.6,3.5,129.6,0.0,311.4,,,
10,,League Total,,1284.0,24330.0,6109.0,4.0,216.0,0.0,1166.0,604.0,1656.0,8960.0,67.0,216.0,5.4,,4453.0,15370.0,77.0,3.5,1166.0,0.0,2803.0,,,
11,,Avg Tm/G,,11.9,225.3,56.6,4.0,2.0,0.0,10.8,5.6,15.3,83.0,0.6,2.0,5.4,,41.2,142.3,0.7,3.5,10.8,0.0,26.0,,,
