,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,Unnamed: 8_level_0,Unnamed: 9_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,Unnamed: 25_level_0,Unnamed: 26_level_0
,Rk,Tm,G,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,Sc%,TO%
0,1.0,Green Bay Packers,11.0,220.0,3184.0,699.0,4.6,26.0,0.0,140.0,95.0,216.0,1398.0,16.0,26.0,6.5,,483.0,1786.0,10.0,3.7,140.0,0.0,291.0,,,
1,2.0,Chicago Bears,11.0,201.0,2626.0,626.0,4.2,13.0,0.0,114.0,56.0,147.0,1014.0,17.0,13.0,6.9,,479.0,1612.0,5.0,3.4,114.0,0.0,505.0,,,
2,3.0,Washington Redskins,11.0,195.0,2920.0,672.0,4.3,20.0,0.0,149.0,99.0,222.0,1316.0,11.0,20.0,5.9,,450.0,1604.0,11.0,3.6,149.0,0.0,338.0,,,
3,4.0,Detroit Lions,11.0,180.0,2705.0,604.0,4.5,18.0,0.0,120.0,44.0,120.0,631.0,4.0,18.0,5.3,,484.0,2074.0,12.0,4.3,120.0,0.0,139.0,,,
4,5.0,Chicago Cardinals,11.0,135.0,2392.0,574.0,4.2,21.0,0.0,99.0,77.0,189.0,1243.0,8.0,21.0,6.6,,385.0,1149.0,7.0,3.0,99.0,0.0,305.0,,,
5,6.0,New York Giants,11.0,128.0,2543.0,679.0,3.7,11.0,0.0,127.0,83.0,203.0,1024.0,10.0,11.0,5.0,,476.0,1519.0,4.0,3.2,127.0,0.0,275.0,,,
6,7.0,Pittsburgh Pirates,11.0,122.0,2337.0,657.0,3.6,27.0,0.0,105.0,57.0,164.0,918.0,9.0,27.0,5.6,,493.0,1419.0,5.0,2.9,105.0,0.0,358.0,,,
7,8.0,Philadelphia Eagles,11.0,86.0,1733.0,492.0,3.5,24.0,0.0,68.0,63.0,207.0,849.0,8.0,24.0,4.1,,285.0,884.0,2.0,3.1,68.0,0.0,146.0,,,
8,9.0,Brooklyn Dodgers,11.0,82.0,1977.0,536.0,3.7,25.0,0.0,88.0,64.0,179.0,995.0,4.0,25.0,5.6,,357.0,982.0,5.0,2.8,88.0,0.0,190.0,,,
9,10.0,Cleveland Rams,11.0,75.0,1769.0,538.0,3.3,21.0,0.0,88.0,59.0,168.0,839.0,3.0,21.0,5.0,,370.0,930.0,6.0,2.5,88.0,0.0,228.0,,,
10,,Avg Team,,142.4,2418.6,607.7,4.0,20.6,0.0,109.8,69.7,181.5,1022.7,9.0,20.6,5.6,,426.2,1395.9,6.7,3.3,109.8,0.0,277.5,,,
11,,League Total,,1424.0,24186.0,6077.0,4.0,206.0,0.0,1098.0,697.0,1815.0,10227.0,90.0,206.0,5.6,,4262.0,13959.0,67.0,3.3,1098.0,0.0,2775.0,,,
12,,Avg Tm/G,,12.9,219.9,55.2,4.0,1.9,0.0,10.0,6.3,16.5,93.0,0.8,1.9,5.6,,38.7,126.9,0.6,3.3,10.0,0.0,25.2,,,
