,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,Unnamed: 8_level_0,Unnamed: 9_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,Unnamed: 25_level_0,Unnamed: 26_level_0
,Rk,Tm,G,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,Sc%,TO%
0,1.0,Green Bay Packers,11.0,223.0,3037.0,664.0,4.6,20.0,0.0,134.0,91.0,210.0,1466.0,20.0,20.0,7.0,,454.0,1571.0,9.0,3.5,134.0,0.0,250.0,,,
1,2.0,Chicago Bears,11.0,194.0,2908.0,658.0,4.4,18.0,0.0,141.0,72.0,197.0,1222.0,12.0,18.0,6.2,,461.0,1686.0,11.0,3.7,141.0,0.0,350.0,,,
2,3.0,New York Giants,11.0,194.0,2692.0,652.0,4.1,19.0,0.0,132.0,91.0,186.0,1142.0,10.0,19.0,6.1,,466.0,1550.0,12.0,3.3,132.0,0.0,233.0,,,
3,4.0,Philadelphia Eagles,11.0,154.0,1928.0,537.0,3.6,19.0,0.0,86.0,64.0,191.0,917.0,15.0,19.0,4.8,,346.0,1011.0,2.0,2.9,86.0,0.0,220.0,,,
4,5.0,Washington Redskins,11.0,148.0,2960.0,636.0,4.7,28.0,0.0,147.0,114.0,248.0,1536.0,9.0,28.0,6.2,,388.0,1424.0,10.0,3.7,147.0,0.0,410.0,,,
5,6.0,Brooklyn Dodgers,11.0,131.0,2204.0,552.0,4.0,9.0,0.0,96.0,69.0,171.0,992.0,6.0,9.0,5.8,,381.0,1212.0,9.0,3.2,96.0,0.0,332.0,,,
6,7.0,Cleveland Rams,11.0,131.0,2161.0,581.0,3.7,34.0,0.0,101.0,88.0,245.0,1363.0,9.0,34.0,5.6,,336.0,798.0,5.0,2.4,101.0,0.0,195.0,,,
7,8.0,Detroit Lions,11.0,119.0,2640.0,620.0,4.3,16.0,0.0,129.0,49.0,148.0,747.0,3.0,16.0,5.0,,472.0,1893.0,11.0,4.0,129.0,0.0,345.0,,,
8,9.0,Chicago Cardinals,11.0,111.0,2489.0,622.0,4.0,26.0,0.0,121.0,114.0,240.0,1340.0,4.0,26.0,5.6,,382.0,1149.0,9.0,3.0,121.0,0.0,286.0,,,
9,10.0,Pittsburgh Pirates,11.0,79.0,2330.0,651.0,3.6,32.0,0.0,103.0,72.0,194.0,916.0,5.0,32.0,4.7,,457.0,1414.0,5.0,3.1,103.0,0.0,225.0,,,
10,,Avg Team,,148.4,2534.9,617.3,4.1,22.1,0.0,119.0,82.4,203.0,1164.1,9.3,22.1,5.7,,414.3,1370.8,8.3,3.3,119.0,0.0,284.6,,,
11,,League Total,,1484.0,25349.0,6173.0,4.1,221.0,0.0,1190.0,824.0,2030.0,11641.0,93.0,221.0,5.7,,4143.0,13708.0,83.0,3.3,1190.0,0.0,2846.0,,,
12,,Avg Tm/G,,13.5,230.4,56.1,4.1,2.0,0.0,10.8,7.5,18.5,105.8,0.8,2.0,5.7,,37.7,124.6,0.8,3.3,10.8,0.0,25.9,,,
