,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,Unnamed: 8_level_0,Unnamed: 9_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,Unnamed: 25_level_0,Unnamed: 26_level_0
,Rk,Tm,G,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,Sc%,TO%
0,1.0,San Francisco 49ers,14.0,421.0,5270.0,901.0,5.8,40.0,19.0,292.0,272.0,454.0,3487.0,35.0,21.0,7.4,172.0,428.0,1783.0,13.0,4.2,97.0,79.0,785.0,23.0,,
1,2.0,Chicago Bears,14.0,409.0,4897.0,870.0,5.6,28.0,16.0,257.0,201.0,361.0,2766.0,22.0,12.0,7.1,110.0,479.0,2131.0,27.0,4.4,132.0,96.0,826.0,15.0,,
2,3.0,Baltimore Colts,14.0,389.0,4598.0,887.0,5.2,36.0,19.0,266.0,222.0,399.0,3005.0,31.0,17.0,6.8,144.0,445.0,1593.0,13.0,3.6,94.0,69.0,616.0,28.0,,
3,4.0,Minnesota Vikings,14.0,383.0,4824.0,912.0,5.3,37.0,25.0,277.0,189.0,372.0,2546.0,21.0,12.0,6.3,126.0,505.0,2278.0,19.0,4.5,130.0,76.0,771.0,21.0,,
4,5.0,Cleveland Browns,14.0,363.0,4398.0,836.0,5.3,25.0,9.0,257.0,160.0,329.0,2067.0,23.0,16.0,5.7,97.0,476.0,2331.0,19.0,4.9,133.0,84.0,976.0,27.0,,
5,6.0,Philadelphia Eagles,14.0,363.0,5012.0,871.0,5.8,36.0,10.0,267.0,223.0,434.0,3188.0,22.0,26.0,6.8,149.0,404.0,1824.0,21.0,4.5,94.0,61.0,686.0,24.0,,
6,7.0,Dallas Cowboys,14.0,325.0,3995.0,833.0,4.8,35.0,17.0,211.0,168.0,362.0,2387.0,25.0,18.0,5.7,108.0,416.0,1608.0,8.0,3.9,87.0,68.0,710.0,16.0,,
7,8.0,Green Bay Packers,14.0,316.0,3601.0,781.0,4.6,26.0,12.0,201.0,166.0,306.0,2113.0,19.0,14.0,6.1,103.0,432.0,1488.0,14.0,3.4,85.0,48.0,529.0,13.0,,
8,9.0,St. Louis Cardinals,14.0,296.0,4562.0,909.0,5.0,32.0,7.0,251.0,221.0,448.0,2943.0,20.0,25.0,6.2,143.0,431.0,1619.0,10.0,3.8,90.0,45.0,458.0,18.0,,
9,10.0,New York Giants,14.0,270.0,4081.0,796.0,5.1,30.0,14.0,230.0,171.0,342.0,2430.0,23.0,16.0,6.5,112.0,423.0,1651.0,12.0,3.9,91.0,61.0,618.0,27.0,,
10,11.0,Los Angeles Rams,14.0,269.0,4179.0,868.0,4.8,41.0,22.0,251.0,230.0,445.0,2715.0,22.0,19.0,5.5,153.0,378.0,1464.0,8.0,3.9,76.0,61.0,560.0,22.0,,
11,12.0,Detroit Lions,14.0,257.0,3303.0,853.0,3.9,41.0,15.0,204.0,170.0,374.0,1834.0,14.0,26.0,4.6,93.0,453.0,1469.0,16.0,3.2,93.0,77.0,767.0,18.0,,
12,13.0,Washington Redskins,14.0,257.0,3608.0,820.0,4.4,41.0,21.0,210.0,220.0,427.0,2571.0,20.0,20.0,5.5,125.0,354.0,1037.0,7.0,2.9,69.0,81.0,692.0,16.0,,
13,14.0,Pittsburgh Steelers,14.0,202.0,3354.0,823.0,4.1,57.0,22.0,194.0,161.0,354.0,1976.0,10.0,35.0,4.8,104.0,407.0,1378.0,10.0,3.4,71.0,40.0,326.0,19.0,,
14,,Avg Team,,322.9,4263.0,854.3,5.0,36.1,16.3,240.6,198.1,386.2,2573.4,21.9,19.8,6.1,124.2,430.8,1689.6,14.1,3.9,95.9,67.6,665.7,20.5,,
15,,League Total,,4520.0,59682.0,11960.0,5.0,505.0,228.0,3368.0,2774.0,5407.0,36028.0,307.0,277.0,6.1,1739.0,6031.0,23654.0,197.0,3.9,1342.0,946.0,9320.0,287.0,,
16,,Avg Tm/G,,23.1,304.5,61.0,5.0,2.6,1.2,17.2,14.2,27.6,183.8,1.6,1.4,6.1,8.9,30.8,120.7,1.0,3.9,6.8,4.8,47.6,1.5,,
