,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,Unnamed: 8_level_0,Unnamed: 9_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0
10,11.0,New York Jets,16.0,387.0,5925.0,1074.0,5.5,24.0,8.0,329.0,362.0,604.0,4057.0,33.0,16.0,6.5,210.0,448.0,1868.0,11.0,4.2,99.0,96.0,787.0,20.0,35.7,11.6,72.26
11,12.0,Buffalo Bills,16.0,379.0,5775.0,1016.0,5.7,19.0,10.0,297.0,295.0,465.0,3343.0,23.0,9.0,6.6,155.0,509.0,2432.0,19.0,4.8,122.0,143.0,1249.0,20.0,34.9,8.6,37.71
12,13.0,Philadelphia Eagles,16.0,377.0,5830.0,1102.0,5.3,31.0,13.0,339.0,405.0,623.0,4087.0,23.0,18.0,6.2,193.0,442.0,1743.0,15.0,3.9,110.0,104.0,819.0,36.0,29.1,15.3,1.07
13,14.0,Jacksonville Jaguars,16.0,376.0,5581.0,1012.0,5.5,28.0,10.0,313.0,355.0,607.0,4108.0,35.0,18.0,6.2,215.0,354.0,1473.0,5.0,4.2,69.0,105.0,880.0,29.0,34.2,14.0,-28.13
14,15.0,Green Bay Packers,16.0,368.0,5353.0,1056.0,5.1,17.0,9.0,317.0,348.0,573.0,3503.0,31.0,8.0,5.7,173.0,436.0,1850.0,8.0,4.2,100.0,105.0,906.0,44.0,33.3,8.9,40.61
15,16.0,Minnesota Vikings,16.0,365.0,5139.0,973.0,5.3,17.0,8.0,297.0,294.0,454.0,2928.0,14.0,9.0,5.9,153.0,474.0,2211.0,18.0,4.7,113.0,88.0,797.0,31.0,38.4,9.3,29.39
16,17.0,Oakland Raiders,16.0,359.0,5336.0,1008.0,5.3,24.0,10.0,300.0,373.0,605.0,3879.0,34.0,14.0,6.1,193.0,370.0,1457.0,7.0,3.9,74.0,139.0,1102.0,33.0,31.8,10.3,4.72
17,18.0,Detroit Lions,16.0,358.0,5547.0,1030.0,5.4,24.0,10.0,337.0,420.0,632.0,4212.0,33.0,14.0,6.2,236.0,354.0,1335.0,7.0,3.8,71.0,104.0,930.0,30.0,34.6,12.3,31.8
18,19.0,Denver Broncos,16.0,355.0,5688.0,1056.0,5.4,31.0,8.0,314.0,368.0,606.0,3970.0,19.0,23.0,6.2,201.0,411.0,1718.0,13.0,4.2,85.0,115.0,1063.0,28.0,31.2,15.1,-50.98
19,20.0,Tampa Bay Buccaneers,16.0,342.0,6014.0,1017.0,5.9,28.0,13.0,336.0,312.0,535.0,3852.0,22.0,15.0,6.9,201.0,455.0,2162.0,12.0,4.8,99.0,143.0,1195.0,36.0,35.8,14.8,40.62
20,21.0,Atlanta Falcons,16.0,339.0,5985.0,1073.0,5.6,30.0,13.0,359.0,410.0,621.0,4379.0,21.0,17.0,6.7,230.0,420.0,1606.0,13.0,3.8,95.0,100.0,969.0,34.0,34.5,17.2,52.68
21,22.0,Houston Texans,16.0,339.0,5564.0,1127.0,4.9,20.0,8.0,335.0,358.0,619.0,3833.0,29.0,12.0,5.9,210.0,472.0,1731.0,7.0,3.7,90.0,107.0,910.0,35.0,28.9,9.8,-38.02
22,23.0,Chicago Bears,16.0,335.0,5517.0,1025.0,5.4,21.0,9.0,312.0,334.0,523.0,3663.0,21.0,12.0,6.6,177.0,468.0,1854.0,13.0,4.0,108.0,99.0,909.0,27.0,37.4,11.2,8.41
23,24.0,Indianapolis Colts,16.0,333.0,5142.0,1052.0,4.9,30.0,11.0,311.0,355.0,619.0,3704.0,26.0,19.0,5.6,195.0,396.0,1438.0,6.0,3.6,77.0,108.0,931.0,39.0,29.4,14.4,-51.38
24,25.0,Baltimore Ravens,16.0,328.0,5749.0,1083.0,5.3,28.0,7.0,323.0,426.0,676.0,4271.0,21.0,21.0,6.1,211.0,383.0,1478.0,8.0,3.9,89.0,122.0,1153.0,23.0,33.3,14.0,-47.16
25,26.0,San Diego Chargers,16.0,320.0,5949.0,1100.0,5.4,24.0,11.0,344.0,442.0,667.0,4591.0,30.0,13.0,6.5,230.0,393.0,1358.0,4.0,3.5,79.0,117.0,942.0,35.0,33.7,12.4,10.76
26,27.0,Miami Dolphins,16.0,310.0,5307.0,977.0,5.4,19.0,7.0,291.0,365.0,588.0,3811.0,24.0,12.0,6.0,194.0,344.0,1496.0,11.0,4.3,72.0,134.0,1090.0,25.0,25.7,9.6,-4.88
27,28.0,Tennessee Titans,16.0,299.0,4988.0,976.0,5.1,33.0,16.0,298.0,342.0,551.0,3503.0,25.0,17.0,5.8,195.0,371.0,1485.0,10.0,4.0,66.0,93.0,779.0,37.0,25.7,16.2,-89.79
28,29.0,St. Louis Rams,16.0,280.0,4761.0,920.0,5.2,22.0,11.0,241.0,273.0,473.0,2805.0,11.0,11.0,5.7,126.0,429.0,1956.0,16.0,4.6,92.0,122.0,1057.0,23.0,24.5,10.2,-87.66
29,30.0,Cleveland Browns,16.0,278.0,5311.0,1042.0,5.1,30.0,18.0,307.0,371.0,609.0,3782.0,20.0,12.0,5.7,192.0,380.0,1529.0,5.0,4.0,81.0,120.0,1083.0,34.0,29.8,15.2,-66.22
30,31.0,Dallas Cowboys,16.0,275.0,5361.0,969.0,5.5,33.0,11.0,307.0,334.0,528.0,3471.0,16.0,22.0,6.2,175.0,408.0,1890.0,8.0,4.6,94.0,112.0,882.0,38.0,31.4,18.0,-51.92
31,32.0,San Francisco 49ers,16.0,238.0,4860.0,969.0,5.0,17.0,5.0,261.0,322.0,526.0,3316.0,16.0,12.0,5.7,154.0,390.0,1544.0,7.0,4.0,83.0,113.0,823.0,24.0,25.8,8.2,-46.9
32,,Avg Team,,365.0,5642.7,1030.4,5.5,23.3,9.7,320.9,360.2,571.8,3901.3,26.3,13.6,6.4,196.5,421.5,1741.4,11.4,4.1,92.9,110.8,942.1,31.4,34.3,11.7,21.2
33,,League Total,,11680.0,180567.0,32973.0,5.5,746.0,310.0,10268.0,11527.0,18298.0,124843.0,842.0,436.0,6.4,6289.0,13488.0,55724.0,365.0,4.1,2973.0,3545.0,30148.0,1006.0,34.3,11.7,
34,,Avg Tm/G,,22.8,352.7,64.4,5.5,1.5,0.6,20.1,22.5,35.7,243.8,1.6,0.9,6.4,12.3,26.3,108.8,0.7,4.1,5.8,6.9,58.9,2.0,34.3,11.7,
