,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,Unnamed: 8_level_0,Unnamed: 9_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,Unnamed: 25_level_0,Unnamed: 26_level_0
,Rk,Tm,G,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,Sc%,TO%
0,1.0,Chicago Cardinals,12.0,395.0,4694.0,816.0,5.8,28.0,16.0,233.0,134.0,285.0,2134.0,22.0,12.0,7.5,81.0,531.0,2560.0,25.0,4.8,135.0,83.0,749.0,17.0,,
1,2.0,Philadelphia Eagles,12.0,376.0,4619.0,829.0,5.6,34.0,18.0,241.0,159.0,301.0,2241.0,27.0,16.0,7.4,99.0,528.0,2378.0,21.0,4.5,119.0,86.0,773.0,23.0,,
2,3.0,Chicago Bears,12.0,375.0,4346.0,844.0,5.1,40.0,21.0,242.0,142.0,287.0,1894.0,22.0,19.0,6.6,93.0,557.0,2452.0,25.0,4.4,134.0,122.0,1066.0,15.0,,
3,4.0,Los Angeles Rams,12.0,327.0,4491.0,822.0,5.5,42.0,17.0,239.0,201.0,395.0,2748.0,28.0,25.0,7.0,123.0,427.0,1743.0,15.0,4.1,100.0,98.0,859.0,16.0,,
4,5.0,New York Giants,12.0,297.0,3723.0,725.0,5.1,36.0,20.0,212.0,191.0,363.0,2504.0,24.0,16.0,6.9,114.0,362.0,1219.0,15.0,3.4,81.0,95.0,815.0,17.0,,
5,6.0,Washington Redskins,12.0,291.0,4464.0,794.0,5.6,43.0,17.0,236.0,202.0,360.0,2861.0,24.0,26.0,7.9,120.0,434.0,1603.0,11.0,3.7,93.0,122.0,1100.0,23.0,,
6,7.0,Detroit Lions,12.0,200.0,3648.0,713.0,5.1,46.0,20.0,187.0,151.0,324.0,2288.0,20.0,26.0,7.1,92.0,389.0,1360.0,7.0,3.5,84.0,49.0,395.0,11.0,,
7,8.0,Pittsburgh Steelers,12.0,200.0,3463.0,776.0,4.5,46.0,17.0,210.0,108.0,266.0,1529.0,8.0,29.0,5.7,68.0,510.0,1934.0,17.0,3.8,122.0,63.0,616.0,20.0,,
8,9.0,Boston Yanks,12.0,174.0,2478.0,626.0,4.0,54.0,20.0,121.0,101.0,261.0,1308.0,13.0,34.0,5.0,55.0,365.0,1170.0,4.0,3.2,55.0,81.0,813.0,11.0,,
9,10.0,Green Bay Packers,12.0,154.0,3123.0,720.0,4.3,48.0,19.0,172.0,109.0,274.0,1364.0,8.0,29.0,5.0,58.0,446.0,1759.0,11.0,3.9,89.0,104.0,941.0,25.0,,
10,,Avg Team,,278.9,3904.9,766.5,5.1,41.7,18.5,209.3,149.8,311.6,2087.1,19.6,23.2,6.7,90.3,454.9,1817.8,15.1,4.0,101.2,90.3,812.7,17.8,,
11,,League Total,,2789.0,39049.0,7665.0,5.1,417.0,185.0,2093.0,1498.0,3116.0,20871.0,196.0,232.0,6.7,903.0,4549.0,18178.0,151.0,4.0,1012.0,903.0,8127.0,178.0,,
12,,Avg Tm/G,,23.2,325.4,63.9,5.1,3.5,1.5,17.4,12.5,26.0,173.9,1.6,1.9,6.7,7.5,37.9,151.5,1.3,4.0,8.4,7.5,67.7,1.5,,
