,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,Unnamed: 8_level_0,Unnamed: 9_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,Unnamed: 25_level_0,Unnamed: 26_level_0
,Rk,Tm,G,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,Sc%,TO%
0,1.0,Detroit Lions,12.0,337.0,4433.0,806.0,5.5,32.0,11.0,236.0,215.0,395.0,2825.0,25.0,21.0,6.8,134.0,393.0,1608.0,11.0,4.1,91.0,75.0,689.0,11.0,,
1,2.0,Cleveland Browns,12.0,336.0,4124.0,799.0,5.2,39.0,17.0,238.0,174.0,295.0,2331.0,14.0,22.0,7.2,112.0,476.0,1793.0,23.0,3.8,113.0,83.0,796.0,13.0,,
2,3.0,Los Angeles Rams,12.0,314.0,5187.0,770.0,6.7,41.0,18.0,255.0,171.0,321.0,3047.0,15.0,23.0,9.0,125.0,432.0,2140.0,24.0,5.0,115.0,77.0,757.0,15.0,,
3,4.0,San Francisco 49ers,12.0,313.0,4704.0,812.0,5.8,25.0,13.0,252.0,187.0,340.0,2206.0,10.0,12.0,6.0,109.0,442.0,2498.0,28.0,5.7,125.0,73.0,614.0,18.0,,
4,5.0,Chicago Bears,12.0,301.0,4246.0,806.0,5.3,50.0,15.0,219.0,208.0,429.0,3104.0,26.0,35.0,6.9,144.0,353.0,1142.0,8.0,3.2,63.0,71.0,592.0,12.0,,
5,6.0,New York Giants,12.0,293.0,3808.0,732.0,5.2,37.0,15.0,197.0,163.0,334.0,2326.0,27.0,22.0,6.6,99.0,380.0,1482.0,8.0,3.9,85.0,61.0,502.0,13.0,,
6,7.0,Philadelphia Eagles,12.0,284.0,3803.0,849.0,4.5,52.0,22.0,221.0,206.0,401.0,2607.0,33.0,30.0,5.8,139.0,401.0,1196.0,4.0,3.0,66.0,85.0,874.0,16.0,,
7,8.0,Green Bay Packers,12.0,234.0,3487.0,770.0,4.5,31.0,12.0,207.0,195.0,412.0,2159.0,14.0,19.0,4.8,112.0,321.0,1328.0,13.0,4.1,79.0,57.0,522.0,16.0,,
8,9.0,Pittsburgh Steelers,12.0,219.0,3455.0,773.0,4.5,43.0,17.0,205.0,189.0,386.0,2173.0,15.0,26.0,5.4,115.0,368.0,1282.0,10.0,3.5,71.0,54.0,471.0,19.0,,
9,10.0,Washington Redskins,12.0,207.0,3120.0,724.0,4.3,55.0,23.0,188.0,116.0,257.0,1494.0,15.0,32.0,5.0,76.0,427.0,1626.0,9.0,3.8,94.0,54.0,455.0,18.0,,
10,11.0,Chicago Cardinals,12.0,183.0,3274.0,797.0,4.1,53.0,23.0,184.0,148.0,349.0,1662.0,8.0,30.0,4.4,86.0,418.0,1612.0,10.0,3.9,83.0,91.0,819.0,15.0,,
11,12.0,Baltimore Colts,12.0,131.0,2934.0,719.0,4.1,34.0,12.0,169.0,163.0,313.0,1659.0,9.0,22.0,4.7,90.0,364.0,1275.0,4.0,3.5,66.0,71.0,662.0,13.0,,
12,,Avg Team,,262.7,3881.3,779.8,5.0,41.0,16.5,214.3,177.9,352.7,2299.4,17.6,24.5,6.0,111.8,397.9,1581.8,12.7,4.0,87.6,71.0,646.1,14.9,,
13,,League Total,,3152.0,46575.0,9357.0,5.0,492.0,198.0,2571.0,2135.0,4232.0,27593.0,211.0,294.0,6.0,1341.0,4775.0,18982.0,152.0,4.0,1051.0,852.0,7753.0,179.0,,
14,,Avg Tm/G,,21.9,323.4,65.0,5.0,3.4,1.4,17.9,14.8,29.4,191.6,1.5,2.0,6.0,9.3,33.2,131.8,1.1,4.0,7.3,5.9,53.8,1.2,,
