,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,Unnamed: 8_level_0,Unnamed: 9_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,Unnamed: 25_level_0,Unnamed: 26_level_0
,Rk,Tm,G,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,Sc%,TO%
0,1.0,New York Giants,14.0,448.0,5024.0,914.0,5.5,34.0,13.0,278.0,243.0,426.0,3247.0,39.0,21.0,7.0,164.0,453.0,1777.0,12.0,3.9,95.0,67.0,755.0,19.0,,
1,2.0,Green Bay Packers,14.0,369.0,4781.0,869.0,5.5,41.0,20.0,258.0,179.0,345.0,2533.0,22.0,21.0,6.9,126.0,504.0,2248.0,22.0,4.5,114.0,53.0,517.0,18.0,,
2,3.0,Cleveland Browns,14.0,343.0,4856.0,807.0,6.0,37.0,17.0,252.0,164.0,322.0,2217.0,27.0,20.0,6.4,100.0,460.0,2639.0,15.0,5.7,135.0,52.0,609.0,17.0,,
3,4.0,St. Louis Cardinals,14.0,341.0,4870.0,901.0,5.4,39.0,18.0,254.0,228.0,438.0,3031.0,30.0,21.0,6.3,134.0,423.0,1839.0,10.0,4.3,105.0,69.0,692.0,15.0,,
4,5.0,Detroit Lions,14.0,326.0,4324.0,854.0,5.1,40.0,14.0,230.0,202.0,406.0,2723.0,26.0,26.0,6.2,124.0,415.0,1601.0,11.0,3.9,91.0,60.0,531.0,15.0,,
5,6.0,Pittsburgh Steelers,14.0,321.0,4913.0,976.0,5.0,33.0,13.0,272.0,170.0,368.0,2777.0,21.0,20.0,7.0,129.0,578.0,2136.0,14.0,3.7,122.0,51.0,495.0,21.0,,
6,7.0,Baltimore Colts,14.0,316.0,4938.0,873.0,5.7,37.0,25.0,257.0,248.0,433.0,3296.0,20.0,12.0,6.9,149.0,396.0,1642.0,11.0,4.1,95.0,77.0,823.0,13.0,,
7,8.0,Minnesota Vikings,14.0,309.0,4011.0,851.0,4.7,35.0,18.0,223.0,197.0,355.0,2169.0,16.0,17.0,5.3,112.0,445.0,1842.0,17.0,4.1,97.0,58.0,627.0,14.0,,
8,9.0,Dallas Cowboys,14.0,305.0,4263.0,838.0,5.1,36.0,15.0,248.0,200.0,375.0,2468.0,20.0,21.0,5.9,132.0,420.0,1795.0,18.0,4.3,105.0,67.0,627.0,11.0,,
9,10.0,Chicago Bears,14.0,301.0,4172.0,911.0,4.6,25.0,11.0,257.0,221.0,404.0,2493.0,18.0,14.0,5.9,117.0,487.0,1679.0,15.0,3.4,108.0,92.0,804.0,32.0,,
10,11.0,Washington Redskins,14.0,279.0,4423.0,817.0,5.4,53.0,19.0,244.0,204.0,430.0,3134.0,17.0,34.0,6.6,140.0,344.0,1289.0,15.0,3.7,81.0,74.0,736.0,23.0,,
11,12.0,Philadelphia Eagles,14.0,242.0,3852.0,783.0,4.9,47.0,16.0,203.0,193.0,380.0,2414.0,22.0,31.0,5.9,114.0,376.0,1438.0,8.0,3.8,78.0,53.0,558.0,11.0,,
12,13.0,Los Angeles Rams,14.0,210.0,3470.0,848.0,4.1,39.0,17.0,209.0,186.0,384.0,2077.0,11.0,22.0,4.7,117.0,405.0,1393.0,14.0,3.4,80.0,70.0,788.0,12.0,,
13,14.0,San Francisco 49ers,14.0,198.0,3281.0,790.0,4.2,30.0,8.0,183.0,156.0,349.0,1827.0,13.0,22.0,4.8,87.0,406.0,1454.0,8.0,3.6,87.0,51.0,439.0,9.0,,
14,,Avg Team,,307.7,4369.9,859.4,5.1,37.6,16.0,240.6,199.4,386.8,2600.4,21.6,21.6,6.1,124.6,436.6,1769.4,13.6,4.1,99.5,63.9,642.9,16.4,,
15,,League Total,,4308.0,61178.0,12032.0,5.1,526.0,224.0,3368.0,2791.0,5415.0,36406.0,302.0,302.0,6.1,1745.0,6112.0,24772.0,190.0,4.1,1393.0,894.0,9001.0,230.0,,
16,,Avg Tm/G,,22.0,312.1,61.4,5.1,2.7,1.1,17.2,14.2,27.6,185.7,1.5,1.5,6.1,8.9,31.2,126.4,1.0,4.1,7.1,4.6,45.9,1.2,,
