,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,Unnamed: 8_level_0,Unnamed: 9_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,Unnamed: 25_level_0,Unnamed: 26_level_0
,Rk,Tm,G,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,Sc%,TO%
0,1.0,Los Angeles Rams,12.0,392.0,5409.0,811.0,6.7,37.0,15.0,272.0,189.0,373.0,3199.0,26.0,22.0,8.3,130.0,426.0,2210.0,22.0,5.2,114.0,94.0,813.0,28.0,,
1,2.0,Detroit Lions,12.0,336.0,4188.0,780.0,5.4,33.0,9.0,231.0,158.0,351.0,2347.0,29.0,24.0,6.3,105.0,410.0,1841.0,11.0,4.5,109.0,80.0,746.0,17.0,,
2,3.0,Cleveland Browns,12.0,331.0,3610.0,732.0,4.9,36.0,19.0,203.0,151.0,271.0,1902.0,18.0,17.0,6.0,99.0,415.0,1708.0,20.0,4.1,92.0,117.0,1017.0,12.0,,
3,4.0,Chicago Bears,12.0,286.0,4364.0,889.0,4.9,35.0,15.0,256.0,143.0,315.0,1956.0,12.0,20.0,5.6,90.0,539.0,2408.0,24.0,4.5,141.0,118.0,1107.0,25.0,,
4,5.0,San Francisco 49ers,12.0,255.0,4013.0,843.0,4.8,39.0,20.0,237.0,154.0,281.0,1647.0,14.0,19.0,5.1,92.0,523.0,2366.0,18.0,4.5,134.0,75.0,694.0,11.0,,
5,6.0,Green Bay Packers,12.0,254.0,3753.0,827.0,4.5,44.0,15.0,218.0,231.0,478.0,2557.0,26.0,29.0,5.0,115.0,313.0,1196.0,8.0,3.8,75.0,90.0,790.0,28.0,,
6,7.0,New York Giants,12.0,254.0,2900.0,732.0,4.0,39.0,13.0,151.0,101.0,210.0,1187.0,11.0,26.0,4.9,54.0,491.0,1713.0,10.0,3.5,81.0,64.0,569.0,16.0,,
7,8.0,New York Yanks,12.0,241.0,3675.0,829.0,4.4,36.0,9.0,211.0,172.0,428.0,2338.0,16.0,27.0,5.0,99.0,364.0,1337.0,12.0,3.7,89.0,63.0,605.0,23.0,,
8,9.0,Philadelphia Eagles,12.0,234.0,3052.0,821.0,3.7,47.0,18.0,200.0,120.0,284.0,1490.0,17.0,29.0,4.8,73.0,509.0,1562.0,13.0,3.1,111.0,51.0,428.0,16.0,,
9,10.0,Chicago Cardinals,12.0,210.0,3847.0,819.0,4.7,44.0,20.0,224.0,161.0,334.0,1884.0,13.0,24.0,5.0,101.0,440.0,1963.0,14.0,4.5,108.0,82.0,729.0,15.0,,
10,11.0,Pittsburgh Steelers,12.0,183.0,2952.0,795.0,3.7,43.0,17.0,172.0,130.0,330.0,1524.0,10.0,26.0,4.1,79.0,425.0,1428.0,9.0,3.4,76.0,50.0,430.0,17.0,,
11,12.0,Washington Redskins,12.0,183.0,3555.0,786.0,4.5,43.0,18.0,199.0,99.0,226.0,1404.0,8.0,25.0,5.9,62.0,547.0,2151.0,14.0,3.9,128.0,67.0,560.0,9.0,,
12,,Avg Team,,263.3,3776.5,805.3,4.7,39.7,15.7,214.5,150.8,323.4,1952.9,16.7,24.0,5.5,91.6,450.2,1823.6,14.6,4.1,104.8,79.3,707.3,18.1,,
13,,League Total,,3159.0,45318.0,9664.0,4.7,476.0,188.0,2574.0,1809.0,3881.0,23435.0,200.0,288.0,5.5,1099.0,5402.0,21883.0,175.0,4.1,1258.0,951.0,8488.0,217.0,,
14,,Avg Tm/G,,21.9,314.7,67.1,4.7,3.3,1.3,17.9,12.6,27.0,162.7,1.4,2.0,5.5,7.6,37.5,152.0,1.2,4.1,8.7,6.6,58.9,1.5,,
