,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,Unnamed: 8_level_0,Unnamed: 9_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0
17,18.0,Philadelphia Eagles,16.0,367.0,5845.0,1037.0,5.6,23.0,12.0,346.0,422.0,599.0,4275.0,29.0,11.0,6.7,221.0,398.0,1570.0,12.0,3.9,94.0,100.0,852.0,31.0,38.1,12.5,91.97
18,19.0,Minnesota Vikings,16.0,360.0,5529.0,1003.0,5.5,20.0,10.0,310.0,425.0,606.0,4036.0,30.0,10.0,6.2,218.0,357.0,1493.0,9.0,4.2,66.0,92.0,779.0,26.0,32.4,10.6,7.47
19,20.0,Cleveland Browns,16.0,359.0,5900.0,1023.0,5.8,24.0,7.0,314.0,353.0,574.0,4007.0,29.0,17.0,6.5,189.0,411.0,1893.0,15.0,4.6,93.0,112.0,894.0,32.0,31.2,11.4,36.91
20,21.0,San Francisco 49ers,16.0,342.0,5769.0,1003.0,5.8,32.0,12.0,344.0,331.0,532.0,3867.0,26.0,20.0,6.7,201.0,423.0,1902.0,7.0,4.5,98.0,112.0,982.0,45.0,37.0,17.1,20.95
21,22.0,Dallas Cowboys,16.0,339.0,5501.0,1022.0,5.4,17.0,9.0,322.0,356.0,527.0,3538.0,22.0,8.0,6.1,184.0,439.0,1963.0,13.0,4.5,113.0,104.0,885.0,25.0,37.9,10.1,83.04
22,23.0,New York Jets,16.0,333.0,4787.0,971.0,4.9,30.0,11.0,258.0,299.0,524.0,3165.0,18.0,19.0,5.6,157.0,410.0,1622.0,11.0,4.0,84.0,114.0,948.0,17.0,32.0,14.7,-97.45
23,24.0,Denver Broncos,16.0,329.0,5602.0,1015.0,5.5,21.0,6.0,320.0,367.0,588.0,3695.0,19.0,15.0,5.9,181.0,393.0,1907.0,18.0,4.9,107.0,125.0,985.0,32.0,30.6,11.3,24.23
24,25.0,Detroit Lions,16.0,324.0,5236.0,1019.0,5.1,19.0,7.0,325.0,375.0,574.0,3576.0,22.0,12.0,5.8,201.0,404.0,1660.0,11.0,4.1,91.0,94.0,852.0,33.0,35.3,11.0,39.87
25,26.0,Miami Dolphins,16.0,319.0,4638.0,878.0,5.3,23.0,10.0,252.0,292.0,455.0,2900.0,26.0,13.0,5.7,153.0,371.0,1738.0,7.0,4.7,75.0,108.0,978.0,24.0,28.3,12.5,-40.39
26,27.0,Tennessee Titans,16.0,310.0,5002.0,940.0,5.3,18.0,6.0,289.0,293.0,437.0,2975.0,16.0,12.0,6.1,156.0,456.0,2027.0,15.0,4.4,106.0,82.0,727.0,27.0,34.9,10.2,10.48
27,28.0,Oakland Raiders,16.0,290.0,5379.0,995.0,5.4,24.0,14.0,300.0,382.0,556.0,3751.0,19.0,10.0,6.2,197.0,387.0,1628.0,9.0,4.2,86.0,110.0,965.0,17.0,31.3,13.6,-17.92
28,29.0,Washington Redskins,16.0,281.0,4795.0,967.0,5.0,19.0,4.0,280.0,311.0,509.0,3021.0,16.0,15.0,5.5,156.0,414.0,1774.0,12.0,4.3,96.0,115.0,1008.0,28.0,31.8,11.2,-34.07
29,30.0,Buffalo Bills,16.0,269.0,4778.0,1008.0,4.7,32.0,9.0,283.0,271.0,499.0,2794.0,13.0,23.0,5.2,137.0,468.0,1984.0,15.0,4.2,108.0,116.0,992.0,38.0,26.4,15.5,-104.81
30,31.0,Jacksonville Jaguars,16.0,245.0,4832.0,1005.0,4.8,29.0,16.0,277.0,329.0,536.0,3109.0,15.0,13.0,5.3,164.0,416.0,1723.0,7.0,4.1,92.0,121.0,1112.0,21.0,25.0,15.6,-98.17
31,32.0,Arizona Cardinals,16.0,225.0,3865.0,902.0,4.3,28.0,10.0,239.0,283.0,495.0,2523.0,15.0,18.0,4.6,137.0,355.0,1342.0,9.0,3.8,76.0,101.0,786.0,26.0,19.3,15.0,-155.06
32,,Avg Team,,373.5,5635.6,1007.0,5.6,21.8,8.7,326.9,358.2,552.2,3804.3,26.5,13.1,6.4,196.1,414.8,1831.3,13.7,4.4,100.2,107.7,919.5,30.6,36.5,11.8,68.8
33,,League Total,,11952.0,180338.0,32224.0,5.6,696.0,277.0,10462.0,11462.0,17671.0,121737.0,847.0,419.0,6.4,6276.0,13272.0,58601.0,439.0,4.4,3206.0,3445.0,29423.0,980.0,36.5,11.8,
34,,Avg Tm/G,,23.3,352.2,62.9,5.6,1.4,0.5,20.4,22.4,34.5,237.8,1.7,0.8,6.4,12.3,25.9,114.5,0.9,4.4,6.3,6.7,57.5,1.9,36.5,11.8,
