,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,Unnamed: 8_level_0,Unnamed: 9_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,Unnamed: 25_level_0,Unnamed: 26_level_0
,Rk,Tm,G,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,Sc%,TO%
0,1.0,Los Angeles Rams,12.0,466.0,5240.0,880.0,6.0,44.0,17.0,278.0,253.0,453.0,3529.0,31.0,27.0,7.4,142.0,404.0,1711.0,28.0,4.2,112.0,110.0,1038.0,24.0,,
1,2.0,New York Yanks,12.0,366.0,4485.0,782.0,5.7,39.0,13.0,210.0,174.0,355.0,2653.0,29.0,26.0,6.9,102.0,397.0,1832.0,16.0,4.6,94.0,85.0,762.0,14.0,,
2,3.0,Detroit Lions,12.0,321.0,4030.0,838.0,4.8,47.0,18.0,209.0,176.0,403.0,2404.0,22.0,29.0,5.4,98.0,389.0,1626.0,14.0,4.2,92.0,86.0,804.0,19.0,,
3,4.0,Cleveland Browns,12.0,310.0,3768.0,755.0,5.0,33.0,12.0,199.0,139.0,260.0,1679.0,15.0,21.0,5.6,86.0,457.0,2089.0,20.0,4.6,104.0,104.0,968.0,9.0,,
4,5.0,Chicago Bears,12.0,279.0,4095.0,888.0,4.6,41.0,17.0,236.0,135.0,296.0,1787.0,5.0,24.0,5.7,85.0,574.0,2308.0,25.0,4.0,141.0,85.0,738.0,10.0,,
5,6.0,New York Giants,12.0,268.0,3407.0,735.0,4.6,30.0,20.0,173.0,81.0,187.0,1071.0,12.0,10.0,4.9,53.0,515.0,2336.0,21.0,4.5,114.0,68.0,562.0,6.0,,
6,7.0,Philadelphia Eagles,12.0,254.0,4014.0,885.0,4.5,43.0,15.0,231.0,121.0,285.0,1686.0,15.0,28.0,5.5,79.0,581.0,2328.0,13.0,4.0,142.0,63.0,612.0,10.0,,
7,8.0,Green Bay Packers,12.0,244.0,3210.0,806.0,4.0,57.0,20.0,174.0,140.0,367.0,1504.0,14.0,37.0,3.7,70.0,398.0,1706.0,15.0,4.3,82.0,85.0,757.0,22.0,,
8,9.0,Chicago Cardinals,12.0,233.0,3588.0,803.0,4.5,45.0,14.0,194.0,165.0,368.0,1984.0,21.0,31.0,4.8,87.0,386.0,1604.0,8.0,4.2,84.0,76.0,609.0,23.0,,
9,10.0,Washington Redskins,12.0,232.0,3758.0,738.0,5.1,47.0,22.0,187.0,154.0,314.0,1985.0,18.0,25.0,6.1,84.0,410.0,1773.0,10.0,4.3,92.0,80.0,829.0,11.0,,
10,11.0,Baltimore Colts,12.0,213.0,3526.0,822.0,4.3,52.0,21.0,188.0,206.0,438.0,2378.0,14.0,31.0,5.0,109.0,345.0,1148.0,12.0,3.3,56.0,63.0,579.0,23.0,,
11,12.0,San Francisco 49ers,12.0,213.0,3505.0,827.0,4.2,46.0,21.0,201.0,164.0,326.0,1550.0,14.0,25.0,4.2,83.0,460.0,1955.0,14.0,4.3,107.0,93.0,851.0,11.0,,
12,13.0,Pittsburgh Steelers,12.0,180.0,3305.0,742.0,4.5,58.0,29.0,177.0,100.0,255.0,1646.0,10.0,29.0,6.2,68.0,477.0,1659.0,12.0,3.5,97.0,57.0,477.0,12.0,,
13,,Avg Team,,275.3,3840.8,807.8,4.8,44.8,18.4,204.4,154.5,331.3,1988.9,16.9,26.4,5.5,88.2,445.6,1851.9,16.0,4.2,101.3,81.2,737.4,14.9,,
14,,League Total,,3579.0,49931.0,10501.0,4.8,582.0,239.0,2657.0,2008.0,4307.0,25856.0,220.0,343.0,5.5,1146.0,5793.0,24075.0,208.0,4.2,1317.0,1055.0,9586.0,194.0,,
15,,Avg Tm/G,,22.9,320.1,67.3,4.8,3.7,1.5,17.0,12.9,27.6,165.7,1.4,2.2,5.5,7.3,37.1,154.3,1.3,4.2,8.4,6.8,61.4,1.2,,
