,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,Unnamed: 8_level_0,Unnamed: 9_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0
9,10.0,Seattle Seahawks,16.0,393.0,5583.0,1056.0,5.3,24.0,11.0,323.0,371.0,590.0,3964.0,30.0,13.0,6.3,211.0,430.0,1619.0,9.0,3.8,93.0,59.0,428.0,19.0,33.2,11.4,-107.06
10,11.0,Cincinnati Bengals,16.0,380.0,5568.0,1008.0,5.5,30.0,10.0,320.0,373.0,575.0,4012.0,26.0,20.0,6.8,213.0,416.0,1556.0,10.0,3.7,81.0,90.0,670.0,26.0,37.9,15.3,-57.26
11,12.0,Houston Texans,16.0,379.0,5337.0,968.0,5.5,38.0,17.0,295.0,346.0,529.0,3751.0,24.0,21.0,6.8,190.0,417.0,1586.0,12.0,3.8,96.0,82.0,636.0,9.0,35.5,20.9,-86.53
12,13.0,New Orleans Saints,16.0,379.0,5780.0,1060.0,5.5,30.0,12.0,346.0,440.0,652.0,4314.0,28.0,18.0,6.5,232.0,392.0,1466.0,14.0,3.7,94.0,68.0,581.0,20.0,31.7,16.1,-50.3
13,14.0,New York Giants,16.0,373.0,5302.0,1041.0,5.1,34.0,14.0,321.0,302.0,544.0,3154.0,23.0,20.0,5.5,167.0,469.0,2148.0,15.0,4.6,119.0,77.0,652.0,35.0,32.3,17.5,-163.79
14,15.0,Minnesota Vikings,16.0,365.0,5379.0,964.0,5.6,30.0,16.0,294.0,249.0,432.0,2745.0,12.0,14.0,5.8,139.0,494.0,2634.0,22.0,5.3,131.0,86.0,662.0,24.0,28.4,15.3,-52.29
15,16.0,Detroit Lions,16.0,346.0,5166.0,965.0,5.4,36.0,14.0,303.0,368.0,587.0,3878.0,19.0,22.0,6.0,203.0,324.0,1288.0,13.0,4.0,73.0,100.0,676.0,27.0,32.3,18.5,-124.39
16,17.0,Philadelphia Eagles,16.0,336.0,5729.0,1047.0,5.5,27.0,12.0,323.0,350.0,577.0,3755.0,24.0,15.0,6.0,186.0,421.0,1974.0,12.0,4.7,118.0,83.0,649.0,19.0,34.1,13.2,-37.49
17,18.0,Washington Redskins,16.0,334.0,5334.0,1052.0,5.1,29.0,18.0,307.0,319.0,525.0,3463.0,18.0,11.0,6.3,192.0,498.0,1871.0,15.0,3.8,103.0,90.0,751.0,12.0,32.1,15.0,-198.87
18,19.0,Tampa Bay Buccaneers,16.0,334.0,5229.0,975.0,5.4,20.0,12.0,281.0,316.0,490.0,3357.0,18.0,8.0,6.4,162.0,449.0,1872.0,15.0,4.2,98.0,81.0,614.0,21.0,33.0,9.7,-156.35
19,20.0,Chicago Bears,16.0,334.0,4692.0,1035.0,4.5,34.0,13.0,266.0,327.0,569.0,3362.0,18.0,21.0,5.5,168.0,423.0,1330.0,8.0,3.1,74.0,111.0,839.0,24.0,27.8,15.1,-194.23
20,21.0,Denver Broncos,16.0,320.0,5541.0,976.0,5.7,29.0,14.0,305.0,326.0,515.0,3584.0,21.0,15.0,6.6,187.0,429.0,1957.0,10.0,4.6,96.0,90.0,610.0,22.0,32.8,14.7,-72.86
21,22.0,Tennessee Titans,16.0,301.0,4987.0,1037.0,4.8,34.0,17.0,306.0,288.0,464.0,2878.0,9.0,17.0,5.8,171.0,543.0,2109.0,17.0,3.9,118.0,101.0,773.0,17.0,32.3,16.9,-172.57
22,23.0,Oakland Raiders,16.0,283.0,4717.0,1000.0,4.7,37.0,17.0,267.0,260.0,451.0,2631.0,17.0,20.0,5.3,133.0,508.0,2086.0,11.0,4.1,111.0,120.0,864.0,23.0,26.7,17.3,-187.89
23,24.0,Baltimore Ravens,16.0,275.0,4832.0,1042.0,4.6,40.0,26.0,291.0,341.0,557.0,3035.0,13.0,14.0,5.1,175.0,446.0,1797.0,11.0,4.0,96.0,107.0,873.0,20.0,27.4,18.3,-231.17
24,25.0,New York Jets,16.0,268.0,4715.0,1011.0,4.7,25.0,6.0,286.0,310.0,512.0,3014.0,15.0,19.0,5.3,173.0,446.0,1701.0,6.0,3.8,92.0,63.0,486.0,21.0,29.2,14.0,-172.29
25,26.0,Miami Dolphins,16.0,267.0,4600.0,989.0,4.7,29.0,13.0,283.0,318.0,558.0,3031.0,12.0,16.0,5.1,162.0,389.0,1569.0,14.0,4.0,107.0,91.0,732.0,14.0,26.9,16.0,-153.67
26,27.0,Carolina Panthers,16.0,267.0,4559.0,989.0,4.6,29.0,12.0,255.0,285.0,505.0,2735.0,19.0,17.0,5.1,142.0,451.0,1824.0,7.0,4.0,85.0,95.0,801.0,28.0,26.5,13.8,-173.41
27,28.0,St. Louis Rams,16.0,263.0,4760.0,1026.0,4.6,37.0,9.0,281.0,333.0,574.0,3233.0,19.0,28.0,5.2,193.0,404.0,1527.0,5.0,3.8,65.0,94.0,794.0,23.0,24.9,18.7,-194.74
28,29.0,Atlanta Falcons,16.0,259.0,4813.0,987.0,4.9,24.0,9.0,248.0,336.0,555.0,3293.0,18.0,15.0,5.5,161.0,385.0,1520.0,7.0,3.9,73.0,105.0,891.0,14.0,26.3,12.4,-199.45
29,30.0,Buffalo Bills,16.0,252.0,4434.0,919.0,4.8,21.0,7.0,248.0,263.0,445.0,2634.0,12.0,14.0,5.6,141.0,448.0,1800.0,8.0,4.0,91.0,78.0,633.0,16.0,24.9,11.9,-172.71
30,31.0,Kansas City Chiefs,16.0,226.0,4429.0,1001.0,4.4,33.0,13.0,255.0,335.0,563.0,3181.0,17.0,20.0,5.1,171.0,383.0,1248.0,6.0,3.3,66.0,101.0,697.0,18.0,21.6,15.5,-191.37
31,32.0,San Francisco 49ers,16.0,219.0,3797.0,925.0,4.1,34.0,17.0,218.0,274.0,513.0,2320.0,15.0,17.0,4.1,140.0,357.0,1477.0,8.0,4.1,65.0,97.0,702.0,13.0,19.7,15.8,-316.28
32,,Avg Team,,347.0,5203.5,1004.2,5.2,28.7,12.0,297.8,325.8,532.7,3428.8,22.5,16.7,6.0,181.7,437.1,1774.7,12.1,4.1,95.6,91.6,720.1,20.5,32.1,14.5,-116.7
33,,League Total,,11104.0,166512.0,32133.0,5.2,918.0,384.0,9528.0,10425.0,17045.0,109722.0,720.0,534.0,6.0,5813.0,13986.0,56790.0,386.0,4.1,3059.0,2932.0,23042.0,656.0,32.1,14.5,
34,,Avg Tm/G,,21.7,325.2,62.8,5.2,1.8,0.8,18.6,20.4,33.3,214.3,1.4,1.0,6.0,11.4,27.3,110.9,0.8,4.1,6.0,5.7,45.0,1.3,32.1,14.5,
