,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,Unnamed: 8_level_0,Unnamed: 9_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,Unnamed: 25_level_0,Unnamed: 26_level_0
,Rk,Tm,G,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,Sc%,TO%
0,1.0,Los Angeles Rams,12.0,349.0,4103.0,758.0,5.4,48.0,17.0,205.0,167.0,329.0,2292.0,17.0,31.0,6.6,102.0,411.0,1811.0,17.0,4.4,92.0,100.0,891.0,11.0,,
1,2.0,Detroit Lions,12.0,344.0,3988.0,840.0,4.7,38.0,10.0,219.0,171.0,362.0,2208.0,24.0,28.0,5.5,115.0,442.0,1780.0,14.0,4.0,92.0,77.0,799.0,12.0,,
2,3.0,Cleveland Browns,12.0,310.0,4352.0,802.0,5.4,37.0,11.0,228.0,184.0,374.0,2566.0,22.0,26.0,6.3,119.0,394.0,1786.0,12.0,4.5,105.0,85.0,744.0,4.0,,
3,4.0,Pittsburgh Steelers,12.0,300.0,3395.0,788.0,4.3,37.0,14.0,187.0,167.0,365.0,2191.0,21.0,23.0,5.4,110.0,384.0,1204.0,12.0,3.1,67.0,57.0,520.0,10.0,,
4,5.0,Green Bay Packers,12.0,295.0,3859.0,781.0,4.9,56.0,31.0,197.0,161.0,337.0,2374.0,26.0,25.0,6.3,95.0,405.0,1485.0,11.0,3.7,84.0,83.0,739.0,18.0,,
5,6.0,San Francisco 49ers,12.0,285.0,3880.0,813.0,4.8,36.0,13.0,213.0,177.0,342.0,1975.0,19.0,23.0,5.0,104.0,421.0,1905.0,16.0,4.5,97.0,79.0,628.0,12.0,,
6,7.0,Philadelphia Eagles,12.0,252.0,3335.0,833.0,4.0,41.0,22.0,181.0,154.0,361.0,1965.0,13.0,19.0,4.9,98.0,434.0,1370.0,10.0,3.2,72.0,80.0,747.0,11.0,,
7,8.0,Chicago Bears,12.0,245.0,3278.0,793.0,4.1,51.0,24.0,194.0,141.0,347.0,1735.0,18.0,27.0,4.5,87.0,411.0,1543.0,11.0,3.8,90.0,73.0,583.0,17.0,,
8,9.0,Washington Redskins,12.0,240.0,3395.0,801.0,4.2,38.0,17.0,206.0,147.0,286.0,1740.0,20.0,21.0,5.2,90.0,467.0,1655.0,10.0,3.5,95.0,69.0,669.0,21.0,,
9,10.0,New York Giants,12.0,234.0,3028.0,762.0,4.0,36.0,14.0,155.0,121.0,280.0,1392.0,16.0,22.0,4.4,66.0,442.0,1636.0,11.0,3.7,78.0,64.0,626.0,11.0,,
10,11.0,Dallas Texans,12.0,182.0,2781.0,786.0,3.5,55.0,25.0,172.0,149.0,352.0,1384.0,12.0,30.0,3.4,78.0,381.0,1397.0,13.0,3.7,79.0,67.0,621.0,15.0,,
11,12.0,Chicago Cardinals,12.0,172.0,2959.0,804.0,3.7,45.0,23.0,176.0,124.0,289.0,1211.0,10.0,22.0,3.7,74.0,477.0,1748.0,10.0,3.7,91.0,87.0,743.0,11.0,,
12,,Avg Team,,267.3,3529.4,796.8,4.4,43.2,18.4,194.4,155.3,335.3,1919.4,18.2,24.8,5.1,94.8,422.4,1610.0,12.3,3.8,86.8,76.8,692.5,12.8,,
13,,League Total,,3208.0,42353.0,9561.0,4.4,518.0,221.0,2333.0,1863.0,4024.0,23033.0,218.0,297.0,5.1,1138.0,5069.0,19320.0,147.0,3.8,1042.0,921.0,8310.0,153.0,,
14,,Avg Tm/G,,22.3,294.1,66.4,4.4,3.6,1.5,16.2,12.9,27.9,160.0,1.5,2.1,5.1,7.9,35.2,134.2,1.0,3.8,7.2,6.4,57.7,1.1,,
