,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,Unnamed: 8_level_0,Unnamed: 9_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,Unnamed: 25_level_0,Unnamed: 26_level_0
,Rk,Tm,G,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,Sc%,TO%
0,1.0,Chicago Bears,11.0,396.0,4158.0,691.0,6.0,30.0,19.0,181.0,98.0,196.0,2002.0,19.0,11.0,10.2,56.0,495.0,2156.0,30.0,4.4,112.0,77.0,677.0,13.0,,
1,2.0,Green Bay Packers,11.0,258.0,3281.0,720.0,4.6,24.0,11.0,166.0,133.0,253.0,1731.0,17.0,13.0,6.8,69.0,467.0,1550.0,13.0,3.3,82.0,47.0,509.0,15.0,,
2,3.0,New York Giants,11.0,238.0,2384.0,589.0,4.0,26.0,14.0,110.0,68.0,156.0,1088.0,11.0,12.0,7.0,33.0,433.0,1296.0,16.0,3.0,68.0,40.0,323.0,9.0,,
3,4.0,Washington Redskins,11.0,176.0,2660.0,668.0,4.0,41.0,11.0,135.0,134.0,262.0,1563.0,11.0,30.0,6.0,64.0,406.0,1097.0,7.0,2.7,62.0,50.0,402.0,9.0,,
4,5.0,Brooklyn Dodgers,11.0,158.0,2798.0,646.0,4.3,28.0,10.0,132.0,90.0,202.0,1131.0,5.0,18.0,5.6,44.0,444.0,1667.0,14.0,3.8,82.0,38.0,371.0,6.0,,
5,6.0,Chicago Cardinals,11.0,127.0,2745.0,638.0,4.3,32.0,12.0,138.0,117.0,252.0,1659.0,6.0,20.0,6.6,64.0,386.0,1086.0,8.0,2.8,66.0,41.0,446.0,8.0,,
6,7.0,Detroit Lions,11.0,121.0,1829.0,548.0,3.3,31.0,11.0,86.0,58.0,187.0,854.0,5.0,20.0,4.6,29.0,361.0,975.0,7.0,2.7,51.0,52.0,455.0,6.0,,
7,8.0,Philadelphia Eagles,11.0,119.0,2212.0,609.0,3.6,42.0,15.0,128.0,115.0,249.0,1363.0,10.0,27.0,5.5,59.0,360.0,849.0,6.0,2.4,60.0,54.0,407.0,9.0,,
8,9.0,Cleveland Rams,11.0,116.0,2303.0,628.0,3.7,43.0,8.0,121.0,123.0,285.0,1352.0,10.0,35.0,4.7,44.0,343.0,951.0,4.0,2.8,68.0,29.0,265.0,9.0,,
9,10.0,Pittsburgh Steelers,11.0,103.0,1867.0,549.0,3.4,49.0,15.0,75.0,42.0,168.0,654.0,5.0,34.0,3.9,18.0,381.0,1213.0,9.0,3.2,49.0,44.0,363.0,8.0,,
10,,Avg Team,,181.2,2623.7,628.6,4.2,34.6,12.6,127.2,97.8,221.0,1339.7,9.9,22.0,6.1,48.0,407.6,1284.0,11.4,3.2,70.0,47.2,421.8,9.2,,
11,,League Total,,1812.0,26237.0,6286.0,4.2,346.0,126.0,1272.0,978.0,2210.0,13397.0,99.0,220.0,6.1,480.0,4076.0,12840.0,114.0,3.2,700.0,472.0,4218.0,92.0,,
12,,Avg Tm/G,,16.5,238.5,57.1,4.2,3.1,1.1,11.6,8.9,20.1,121.8,0.9,2.0,6.1,4.4,37.1,116.7,1.0,3.2,6.4,4.3,38.3,0.8,,
