,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,Unnamed: 8_level_0,Unnamed: 9_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0
20,21.0,Dallas Cowboys,16.0,289.0,5161.0,1062.0,4.9,29.0,8.0,286.0,294.0,510.0,3162.0,17.0,21.0,5.8,149.0,515.0,1999.0,11.0,3.9,115.0,98.0,837.0,22.0,25.1,13.8,-251.47
21,22.0,Washington Redskins,16.0,287.0,4659.0,991.0,4.7,28.0,12.0,272.0,283.0,527.0,3006.0,21.0,16.0,5.3,156.0,421.0,1653.0,8.0,3.9,95.0,124.0,1038.0,21.0,28.3,13.6,-182.25
22,23.0,New York Jets,16.0,283.0,4951.0,936.0,5.3,20.0,6.0,274.0,312.0,496.0,3316.0,20.0,14.0,6.3,181.0,409.0,1635.0,8.0,4.0,78.0,69.0,550.0,15.0,32.4,11.8,-107.89
23,24.0,Chicago Bears,16.0,283.0,4380.0,1001.0,4.4,29.0,9.0,264.0,271.0,515.0,2617.0,12.0,20.0,4.7,143.0,443.0,1763.0,13.0,4.0,104.0,92.0,806.0,17.0,27.4,14.5,-215.02
24,25.0,Jacksonville Jaguars,16.0,276.0,5358.0,1024.0,5.2,31.0,14.0,305.0,303.0,515.0,3285.0,17.0,17.0,6.0,163.0,481.0,2073.0,13.0,4.3,118.0,108.0,895.0,24.0,27.3,15.8,-132.3
25,26.0,Oakland Raiders,16.0,270.0,4573.0,987.0,4.6,26.0,12.0,258.0,278.0,521.0,2751.0,9.0,14.0,4.9,140.0,423.0,1822.0,15.0,4.3,98.0,134.0,1120.0,20.0,24.3,12.2,-190.11
26,27.0,Detroit Lions,16.0,270.0,4262.0,975.0,4.4,28.0,4.0,250.0,319.0,588.0,2924.0,17.0,24.0,4.9,152.0,376.0,1338.0,5.0,3.6,69.0,107.0,859.0,29.0,23.2,13.7,-212.29
27,28.0,Houston Texans,16.0,255.0,4306.0,896.0,4.8,27.0,9.0,237.0,248.0,439.0,2655.0,14.0,18.0,5.6,127.0,421.0,1651.0,14.0,3.9,86.0,121.0,961.0,24.0,24.5,13.8,-200.45
28,29.0,Cleveland Browns,16.0,254.0,4504.0,961.0,4.7,33.0,15.0,276.0,313.0,509.0,2834.0,17.0,18.0,5.2,153.0,412.0,1670.0,8.0,4.1,91.0,98.0,767.0,32.0,26.7,17.2,-191.88
29,30.0,New York Giants,16.0,243.0,4942.0,1047.0,4.7,38.0,18.0,300.0,344.0,616.0,3383.0,16.0,20.0,5.1,184.0,387.0,1559.0,6.0,4.0,90.0,127.0,1090.0,26.0,21.4,18.4,-225.77
30,31.0,Buffalo Bills,16.0,243.0,4348.0,980.0,4.4,34.0,17.0,268.0,293.0,502.0,2684.0,11.0,17.0,4.9,150.0,427.0,1664.0,13.0,3.9,96.0,106.0,891.0,22.0,21.9,17.6,-230.07
31,32.0,Arizona Cardinals,16.0,225.0,4490.0,981.0,4.6,36.0,14.0,256.0,303.0,534.0,2959.0,18.0,22.0,5.1,147.0,403.0,1531.0,5.0,3.8,80.0,98.0,761.0,29.0,22.2,18.4,-250.75
32,,Avg Team,,333.3,5092.8,1002.9,5.1,28.5,11.7,292.7,303.0,515.4,3207.1,20.4,16.8,5.8,165.8,453.4,1885.7,13.3,4.2,101.6,105.6,875.8,25.3,30.4,14.0,-142.1
33,,League Total,,10666.0,162969.0,32093.0,5.1,911.0,373.0,9367.0,9695.0,16493.0,102628.0,654.0,538.0,5.8,5304.0,14508.0,60341.0,427.0,4.2,3252.0,3378.0,28026.0,811.0,30.4,14.0,
34,,Avg Tm/G,,20.8,318.3,62.7,5.1,1.8,0.7,18.3,18.9,32.2,200.4,1.3,1.1,5.8,10.4,28.3,117.9,0.8,4.2,6.4,6.6,54.7,1.6,30.4,14.0,
