,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,Unnamed: 8_level_0,Unnamed: 9_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0
19,20.0,San Francisco 49ers,16.0,331.0,5587.0,1058.0,5.3,23.0,8.0,321.0,362.0,607.0,3925.0,15.0,15.0,6.0,206.0,408.0,1662.0,15.0,4.1,88.0,123.0,988.0,27.0,37.5,12.0,-173.95
20,21.0,Green Bay Packers,16.0,320.0,4891.0,999.0,4.9,25.0,7.0,307.0,352.0,562.0,3167.0,25.0,18.0,5.2,176.0,386.0,1724.0,13.0,4.5,99.0,96.0,789.0,32.0,30.5,13.2,-61.83
21,22.0,Buffalo Bills,16.0,302.0,4842.0,1010.0,4.8,16.0,6.0,278.0,289.0,476.0,2825.0,16.0,10.0,5.4,149.0,487.0,2017.0,12.0,4.1,105.0,98.0,872.0,24.0,31.7,8.9,-156.16
22,23.0,Oakland Raiders,16.0,301.0,5185.0,952.0,5.4,28.0,14.0,287.0,347.0,558.0,3631.0,23.0,14.0,6.2,178.0,370.0,1554.0,13.0,4.2,78.0,114.0,1009.0,31.0,29.2,15.2,-84.71
23,24.0,New York Jets,16.0,298.0,4884.0,984.0,5.0,24.0,12.0,269.0,323.0,510.0,3182.0,19.0,12.0,5.7,157.0,427.0,1702.0,13.0,4.0,77.0,119.0,1035.0,35.0,28.6,11.1,-119.83
24,25.0,Arizona Cardinals,16.0,295.0,5026.0,1060.0,4.7,25.0,7.0,310.0,339.0,598.0,3640.0,21.0,18.0,5.6,200.0,410.0,1386.0,6.0,3.4,66.0,110.0,880.0,44.0,29.2,12.4,-185.97
25,26.0,Cincinnati Bengals,16.0,290.0,4488.0,927.0,4.8,23.0,11.0,267.0,304.0,510.0,3122.0,25.0,12.0,5.7,165.0,377.0,1366.0,6.0,3.6,72.0,110.0,1027.0,30.0,26.5,11.4,-108.45
26,27.0,Denver Broncos,16.0,289.0,5185.0,1075.0,4.8,34.0,12.0,297.0,332.0,566.0,3333.0,19.0,22.0,5.4,180.0,457.0,1852.0,8.0,4.1,92.0,113.0,885.0,25.0,26.4,16.6,-165.14
27,28.0,Miami Dolphins,16.0,281.0,4923.0,995.0,4.9,29.0,8.0,284.0,373.0,602.0,3535.0,24.0,21.0,5.6,187.0,360.0,1388.0,4.0,3.9,66.0,137.0,1154.0,31.0,25.8,15.3,-156.17
28,29.0,Chicago Bears,16.0,264.0,4599.0,934.0,4.9,22.0,10.0,266.0,291.0,473.0,2811.0,13.0,12.0,5.5,144.0,422.0,1788.0,13.0,4.2,92.0,115.0,943.0,30.0,24.1,12.1,-115.2
29,30.0,Indianapolis Colts,16.0,263.0,4553.0,994.0,4.6,15.0,6.0,267.0,285.0,487.0,2892.0,13.0,9.0,5.3,148.0,451.0,1661.0,11.0,3.7,94.0,92.0,779.0,25.0,29.4,8.3,-189.77
30,31.0,New York Giants,16.0,246.0,5028.0,1036.0,4.9,22.0,8.0,271.0,373.0,608.0,3479.0,20.0,14.0,5.4,178.0,394.0,1549.0,6.0,3.9,66.0,91.0,895.0,27.0,22.7,11.3,-167.56
31,32.0,Cleveland Browns,16.0,234.0,4942.0,1008.0,4.9,41.0,13.0,290.0,312.0,574.0,3228.0,15.0,28.0,5.2,157.0,384.0,1714.0,11.0,4.5,97.0,110.0,924.0,36.0,22.0,21.0,-233.13
32,,Avg Team,,347.5,5345.0,1013.7,5.3,22.1,8.6,308.1,339.3,546.5,3589.7,23.2,13.4,6.1,185.0,429.8,1755.3,11.9,4.1,91.2,106.9,924.4,31.9,33.8,11.4,-88.5
33,,League Total,,11120.0,171040.0,32438.0,5.3,706.0,276.0,9860.0,10856.0,17488.0,114870.0,741.0,430.0,6.1,5921.0,13755.0,56170.0,380.0,4.1,2919.0,3420.0,29580.0,1020.0,33.8,11.4,
34,,Avg Tm/G,,21.7,334.1,63.4,5.3,1.4,0.5,19.3,21.2,34.2,224.4,1.4,0.8,6.1,11.6,26.9,109.7,0.7,4.1,5.7,6.7,57.8,2.0,33.8,11.4,
