,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,Unnamed: 8_level_0,Unnamed: 9_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,Unnamed: 25_level_0,Unnamed: 26_level_0
,Rk,Tm,G,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,Sc%,TO%
0,1.0,Dallas Cowboys,14.0,406.0,5035.0,905.0,5.6,35.0,21.0,288.0,206.0,361.0,2786.0,22.0,14.0,7.1,144.0,512.0,2249.0,25.0,4.4,135.0,94.0,952.0,9.0,,
1,2.0,Oakland Raiders,14.0,344.0,4258.0,845.0,5.0,39.0,13.0,258.0,174.0,348.0,2128.0,21.0,26.0,5.7,110.0,473.0,2130.0,19.0,4.5,128.0,81.0,869.0,20.0,,
2,3.0,Detroit Lions,14.0,341.0,4577.0,862.0,5.3,33.0,19.0,269.0,157.0,299.0,2201.0,17.0,14.0,6.7,104.0,532.0,2376.0,15.0,4.5,131.0,69.0,738.0,34.0,,
3,4.0,Miami Dolphins,14.0,315.0,4412.0,804.0,5.5,23.0,13.0,232.0,156.0,293.0,1983.0,20.0,10.0,6.2,94.0,486.0,2429.0,11.0,5.0,121.0,65.0,632.0,17.0,,
4,5.0,Baltimore Colts,14.0,313.0,4071.0,883.0,4.6,32.0,11.0,242.0,176.0,344.0,1922.0,10.0,21.0,5.2,104.0,512.0,2149.0,23.0,4.2,123.0,57.0,529.0,15.0,,
5,6.0,Los Angeles Rams,14.0,313.0,4233.0,856.0,4.9,29.0,18.0,234.0,185.0,370.0,2094.0,18.0,11.0,5.3,111.0,460.0,2139.0,15.0,4.7,105.0,79.0,642.0,18.0,,
6,7.0,San Diego Chargers,14.0,311.0,4738.0,859.0,5.5,43.0,15.0,264.0,244.0,450.0,3134.0,23.0,28.0,6.7,147.0,390.0,1604.0,11.0,4.1,86.0,81.0,895.0,31.0,,
7,8.0,Kansas City Chiefs,14.0,302.0,4190.0,859.0,4.9,26.0,13.0,240.0,183.0,337.0,2347.0,15.0,13.0,6.3,119.0,487.0,1843.0,14.0,3.8,108.0,72.0,734.0,13.0,,
8,9.0,San Francisco 49ers,14.0,300.0,4706.0,900.0,5.2,42.0,18.0,257.0,209.0,391.0,2577.0,18.0,24.0,6.4,122.0,498.0,2129.0,12.0,4.3,113.0,88.0,961.0,22.0,,
9,10.0,Cleveland Browns,14.0,285.0,3857.0,859.0,4.5,45.0,18.0,231.0,188.0,376.0,2299.0,14.0,27.0,5.8,127.0,461.0,1558.0,19.0,3.4,89.0,68.0,612.0,15.0,,
10,11.0,Cincinnati Bengals,14.0,284.0,4266.0,867.0,4.9,23.0,12.0,236.0,214.0,365.0,2124.0,15.0,11.0,5.2,115.0,462.0,2142.0,14.0,4.6,109.0,82.0,921.0,12.0,,
11,12.0,Washington Redskins,14.0,276.0,4030.0,828.0,4.9,35.0,20.0,212.0,182.0,334.0,2273.0,13.0,15.0,6.5,112.0,477.0,1757.0,8.0,3.7,77.0,80.0,801.0,23.0,,
12,13.0,Green Bay Packers,14.0,274.0,3914.0,772.0,5.1,44.0,20.0,208.0,121.0,254.0,1685.0,12.0,24.0,6.2,87.0,500.0,2229.0,18.0,4.5,115.0,61.0,568.0,6.0,,
13,14.0,Atlanta Falcons,14.0,274.0,3959.0,810.0,4.9,36.0,15.0,221.0,167.0,285.0,2256.0,16.0,21.0,7.1,108.0,494.0,1703.0,12.0,3.4,99.0,79.0,723.0,14.0,,
14,15.0,New Orleans Saints,14.0,266.0,3666.0,889.0,4.1,25.0,11.0,242.0,182.0,387.0,1955.0,12.0,14.0,4.5,106.0,452.0,1711.0,18.0,3.8,105.0,85.0,869.0,31.0,,
15,16.0,Houston Oilers,14.0,251.0,3515.0,815.0,4.3,51.0,14.0,201.0,194.0,423.0,2409.0,12.0,37.0,5.3,117.0,361.0,1106.0,10.0,3.1,62.0,91.0,856.0,22.0,,
16,17.0,Pittsburgh Steelers,14.0,246.0,3882.0,867.0,4.5,42.0,16.0,226.0,214.0,414.0,2124.0,15.0,26.0,4.7,111.0,416.0,1758.0,10.0,4.2,98.0,88.0,898.0,17.0,,
17,18.0,Minnesota Vikings,14.0,245.0,3350.0,846.0,4.0,30.0,12.0,198.0,157.0,334.0,1655.0,9.0,18.0,4.6,95.0,484.0,1695.0,14.0,3.5,89.0,70.0,661.0,14.0,,
18,19.0,New England Patriots,14.0,238.0,3556.0,785.0,4.5,32.0,16.0,190.0,159.0,330.0,1887.0,19.0,16.0,5.2,94.0,419.0,1669.0,7.0,4.0,85.0,67.0,657.0,11.0,,
19,20.0,St. Louis Cardinals,14.0,231.0,4001.0,821.0,4.9,46.0,20.0,212.0,170.0,385.0,2471.0,14.0,26.0,6.1,109.0,417.0,1530.0,8.0,3.7,86.0,66.0,643.0,17.0,,
20,21.0,New York Giants,14.0,228.0,4175.0,896.0,4.7,45.0,20.0,236.0,268.0,462.0,2714.0,14.0,25.0,5.4,140.0,394.0,1461.0,11.0,3.7,86.0,77.0,640.0,10.0,,
21,22.0,Philadelphia Eagles,14.0,221.0,3571.0,823.0,4.3,35.0,15.0,201.0,200.0,390.0,2323.0,13.0,20.0,5.6,119.0,407.0,1248.0,6.0,3.1,65.0,81.0,838.0,17.0,,
22,23.0,New York Jets,14.0,212.0,3267.0,786.0,4.2,26.0,10.0,202.0,119.0,278.0,1379.0,15.0,16.0,4.6,67.0,485.0,1888.0,12.0,3.9,115.0,70.0,672.0,20.0,,
23,24.0,Denver Broncos,14.0,203.0,4158.0,892.0,4.7,39.0,12.0,217.0,175.0,358.0,2065.0,8.0,27.0,5.4,105.0,512.0,2093.0,9.0,4.1,102.0,67.0,781.0,10.0,,
24,25.0,Chicago Bears,14.0,185.0,3336.0,857.0,3.9,46.0,18.0,189.0,186.0,443.0,1902.0,12.0,28.0,3.9,99.0,365.0,1434.0,6.0,3.9,75.0,78.0,746.0,15.0,,
25,26.0,Buffalo Bills,14.0,184.0,3326.0,770.0,4.3,48.0,16.0,185.0,202.0,401.0,1989.0,12.0,32.0,4.4,96.0,320.0,1337.0,6.0,4.2,68.0,74.0,691.0,21.0,,
26,,Avg Team,,271.1,4001.9,844.5,4.7,36.5,15.6,226.6,184.2,362.0,2180.1,15.0,20.9,5.6,110.1,452.9,1821.8,12.8,4.0,99.0,75.8,751.1,17.5,,
