,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,Unnamed: 8_level_0,Unnamed: 9_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0
9,10.0,Baltimore Ravens,16.0,398.0,5640.0,1042.0,5.4,16.0,5.0,314.0,334.0,560.0,3739.0,22.0,11.0,6.3,182.0,444.0,1901.0,17.0,4.3,98.0,121.0,1127.0,34.0,35.8,7.8,22.03
10,11.0,San Francisco 49ers,16.0,397.0,5789.0,969.0,6.0,16.0,8.0,322.0,289.0,436.0,3298.0,23.0,8.0,6.9,172.0,492.0,2491.0,17.0,5.1,128.0,109.0,960.0,22.0,39.3,7.9,-15.31
11,12.0,Cincinnati Bengals,16.0,391.0,5323.0,1016.0,5.2,26.0,10.0,292.0,335.0,540.0,3578.0,28.0,16.0,6.1,173.0,430.0,1745.0,11.0,4.1,95.0,99.0,857.0,24.0,35.4,12.8,-90.48
12,13.0,Tampa Bay Buccaneers,16.0,389.0,5820.0,1008.0,5.8,23.0,6.0,301.0,311.0,566.0,3983.0,27.0,17.0,6.7,188.0,416.0,1837.0,13.0,4.4,89.0,101.0,819.0,24.0,35.2,10.9,-32.9
13,14.0,Minnesota Vikings,16.0,379.0,5385.0,1001.0,5.4,23.0,11.0,306.0,300.0,483.0,2751.0,18.0,12.0,5.3,163.0,486.0,2634.0,16.0,5.4,113.0,90.0,830.0,30.0,37.9,12.6,-59.9
14,15.0,Dallas Cowboys,16.0,376.0,5994.0,1049.0,5.7,29.0,10.0,338.0,434.0,658.0,4729.0,29.0,19.0,6.8,237.0,355.0,1265.0,8.0,3.6,76.0,117.0,853.0,25.0,36.7,15.0,-39.11
15,16.0,Chicago Bears,16.0,375.0,4969.0,999.0,5.0,24.0,8.0,292.0,287.0,485.0,2999.0,21.0,16.0,5.7,163.0,470.0,1970.0,11.0,4.2,99.0,102.0,811.0,30.0,30.3,11.8,-115.17
16,17.0,Detroit Lions,16.0,372.0,6540.0,1160.0,5.6,33.0,16.0,382.0,445.0,740.0,4927.0,22.0,17.0,6.4,272.0,391.0,1613.0,17.0,4.1,84.0,103.0,944.0,26.0,36.0,15.2,-59.66
17,18.0,Carolina Panthers,16.0,357.0,5771.0,988.0,5.8,22.0,10.0,328.0,284.0,490.0,3683.0,19.0,12.0,7.0,171.0,462.0,2088.0,21.0,4.5,123.0,98.0,835.0,34.0,32.6,10.3,2.08
18,19.0,Indianapolis Colts,16.0,357.0,5799.0,1109.0,5.2,27.0,9.0,360.0,339.0,628.0,4128.0,23.0,18.0,6.2,208.0,440.0,1671.0,11.0,3.8,110.0,94.0,801.0,42.0,33.3,13.9,-73.11
19,20.0,San Diego Chargers,16.0,350.0,4756.0,988.0,4.8,26.0,11.0,293.0,338.0,528.0,3295.0,26.0,15.0,5.7,184.0,411.0,1461.0,4.0,3.6,81.0,103.0,796.0,28.0,30.6,13.9,-125.47
20,21.0,Buffalo Bills,16.0,344.0,5486.0,983.0,5.6,34.0,17.0,301.0,309.0,511.0,3269.0,24.0,17.0,6.0,176.0,442.0,2217.0,12.0,5.0,103.0,104.0,871.0,22.0,30.0,17.4,-100.38
21,22.0,Pittsburgh Steelers,16.0,336.0,5324.0,1023.0,5.2,30.0,16.0,307.0,354.0,574.0,3787.0,27.0,14.0,6.2,202.0,412.0,1537.0,8.0,3.7,80.0,92.0,938.0,25.0,33.9,15.6,-108.05
22,23.0,Tennessee Titans,16.0,330.0,5010.0,957.0,5.2,28.0,12.0,260.0,318.0,540.0,3323.0,17.0,16.0,5.7,166.0,378.0,1687.0,10.0,4.5,70.0,106.0,847.0,24.0,27.7,14.9,-109.54
23,24.0,Cleveland Browns,16.0,302.0,5028.0,998.0,5.0,26.0,8.0,279.0,328.0,566.0,3435.0,16.0,18.0,5.7,185.0,396.0,1593.0,12.0,4.0,71.0,113.0,1005.0,23.0,29.8,12.0,-139.68
24,25.0,St. Louis Rams,16.0,299.0,5264.0,1002.0,5.3,22.0,8.0,287.0,332.0,557.0,3550.0,22.0,14.0,6.0,189.0,410.0,1714.0,5.0,4.2,79.0,130.0,978.0,19.0,27.5,11.0,-136.28
25,26.0,Oakland Raiders,16.0,290.0,5504.0,1032.0,5.3,26.0,10.0,300.0,376.0,629.0,4084.0,24.0,16.0,6.2,200.0,376.0,1420.0,4.0,3.8,72.0,108.0,939.0,28.0,31.4,12.8,-118.39
26,27.0,Miami Dolphins,16.0,288.0,4984.0,981.0,5.1,26.0,13.0,288.0,293.0,504.0,3182.0,13.0,13.0,5.9,158.0,440.0,1802.0,15.0,4.1,93.0,82.0,724.0,37.0,27.4,12.9,-88.66
27,28.0,New York Jets,16.0,281.0,4787.0,1034.0,4.6,37.0,18.0,299.0,272.0,493.0,2891.0,14.0,19.0,5.4,162.0,494.0,1896.0,12.0,3.8,102.0,83.0,708.0,35.0,24.2,17.5,-166.55
28,29.0,Philadelphia Eagles,16.0,280.0,5665.0,1079.0,5.3,37.0,22.0,332.0,367.0,618.0,3791.0,18.0,15.0,5.7,190.0,413.0,1874.0,10.0,4.5,111.0,98.0,813.0,31.0,29.9,17.9,-174.47
29,30.0,Jacksonville Jaguars,16.0,255.0,4788.0,994.0,4.8,26.0,9.0,269.0,328.0,586.0,3419.0,20.0,17.0,5.4,157.0,358.0,1369.0,5.0,3.8,76.0,101.0,955.0,36.0,25.5,12.8,-192.09
30,31.0,Arizona Cardinals,16.0,250.0,4209.0,1018.0,4.1,34.0,13.0,246.0,337.0,608.0,3005.0,11.0,21.0,4.5,168.0,352.0,1204.0,10.0,3.4,58.0,102.0,857.0,20.0,22.0,14.8,-297.04
31,32.0,Kansas City Chiefs,16.0,211.0,5108.0,1015.0,5.0,37.0,17.0,286.0,273.0,475.0,2713.0,8.0,20.0,5.3,144.0,500.0,2395.0,9.0,4.8,118.0,92.0,733.0,24.0,24.2,18.8,-203.56
32,,Avg Team,,364.1,5555.2,1027.6,5.4,24.9,10.3,317.6,338.5,555.9,3700.6,23.7,14.6,6.2,191.9,435.2,1854.7,12.5,4.3,96.9,100.4,850.7,28.8,33.7,12.5,-69.0
33,,League Total,,11651.0,177767.0,32882.0,5.4,797.0,329.0,10162.0,10833.0,17788.0,118418.0,757.0,468.0,6.2,6141.0,13925.0,59349.0,401.0,4.3,3101.0,3213.0,27221.0,920.0,33.7,12.5,
34,,Avg Tm/G,,22.8,347.2,64.2,5.4,1.6,0.6,19.8,21.2,34.7,231.3,1.5,0.9,6.2,12.0,27.2,115.9,0.8,4.3,6.1,6.3,53.2,1.8,33.7,12.5,
