,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,Unnamed: 8_level_0,Unnamed: 9_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,Unnamed: 25_level_0,Unnamed: 26_level_0
,Rk,Tm,G,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,Sc%,TO%
0,1.0,Green Bay Packers,14.0,415.0,4791.0,865.0,5.5,28.0,15.0,281.0,187.0,311.0,2331.0,14.0,13.0,6.7,120.0,518.0,2460.0,36.0,4.7,145.0,59.0,617.0,16.0,,
1,2.0,Dallas Cowboys,14.0,398.0,4912.0,844.0,5.8,36.0,19.0,246.0,200.0,380.0,2872.0,31.0,17.0,7.0,136.0,434.0,2040.0,16.0,4.7,101.0,62.0,639.0,9.0,,
2,3.0,New York Giants,14.0,398.0,5005.0,858.0,5.8,36.0,14.0,267.0,215.0,411.0,3307.0,35.0,22.0,7.7,150.0,430.0,1698.0,11.0,3.9,92.0,62.0,601.0,25.0,,
3,4.0,Chicago Bears,14.0,321.0,4549.0,844.0,5.4,44.0,16.0,228.0,229.0,430.0,3060.0,20.0,28.0,6.7,128.0,386.0,1489.0,17.0,3.9,88.0,69.0,776.0,12.0,,
4,5.0,Detroit Lions,14.0,315.0,4503.0,899.0,5.0,42.0,18.0,243.0,211.0,379.0,2581.0,19.0,24.0,6.3,124.0,489.0,1922.0,14.0,3.9,103.0,62.0,624.0,16.0,,
5,6.0,Pittsburgh Steelers,14.0,312.0,4402.0,935.0,4.7,36.0,13.0,261.0,160.0,319.0,2069.0,14.0,23.0,5.7,112.0,572.0,2333.0,17.0,4.1,133.0,45.0,427.0,16.0,,
6,7.0,Washington Redskins,14.0,305.0,4311.0,838.0,5.1,44.0,17.0,241.0,223.0,428.0,3223.0,27.0,27.0,6.9,156.0,371.0,1088.0,10.0,2.9,59.0,62.0,663.0,26.0,,
7,8.0,Baltimore Colts,14.0,293.0,4666.0,904.0,5.2,44.0,19.0,251.0,237.0,423.0,3065.0,27.0,25.0,6.7,145.0,448.0,1601.0,9.0,3.6,94.0,63.0,675.0,12.0,,
8,9.0,Cleveland Browns,14.0,291.0,4306.0,811.0,5.3,33.0,17.0,252.0,200.0,370.0,2534.0,17.0,16.0,6.4,133.0,414.0,1772.0,18.0,4.3,105.0,56.0,600.0,14.0,,
9,10.0,St. Louis Cardinals,14.0,287.0,4798.0,886.0,5.4,51.0,21.0,268.0,220.0,434.0,3100.0,18.0,30.0,6.6,138.0,416.0,1698.0,20.0,4.1,109.0,56.0,655.0,21.0,,
10,11.0,Philadelphia Eagles,14.0,282.0,4540.0,783.0,5.8,44.0,13.0,235.0,228.0,428.0,3385.0,23.0,31.0,7.4,146.0,324.0,1155.0,13.0,3.6,76.0,58.0,619.0,13.0,,
11,12.0,San Francisco 49ers,14.0,282.0,3941.0,836.0,4.7,33.0,14.0,239.0,185.0,323.0,2068.0,19.0,19.0,5.5,112.0,460.0,1873.0,15.0,4.1,112.0,63.0,636.0,15.0,,
12,13.0,Minnesota Vikings,14.0,254.0,4080.0,834.0,4.9,54.0,23.0,223.0,170.0,348.0,2216.0,22.0,31.0,5.4,107.0,426.0,1864.0,7.0,4.4,102.0,44.0,447.0,14.0,,
13,14.0,Los Angeles Rams,14.0,220.0,3865.0,792.0,4.9,35.0,16.0,201.0,189.0,372.0,2176.0,14.0,19.0,5.2,107.0,376.0,1689.0,10.0,4.5,84.0,71.0,704.0,10.0,,
14,,Avg Team,,312.4,4476.4,852.1,5.3,40.0,16.8,245.4,203.9,382.6,2713.4,21.4,23.2,6.5,129.6,433.1,1763.0,15.2,4.1,100.2,59.4,620.2,15.6,,
15,,League Total,,4373.0,62669.0,11929.0,5.3,560.0,235.0,3436.0,2854.0,5356.0,37987.0,300.0,325.0,6.5,1814.0,6064.0,24682.0,213.0,4.1,1403.0,832.0,8683.0,219.0,,
16,,Avg Tm/G,,22.3,319.7,60.9,5.3,2.9,1.2,17.5,14.6,27.3,193.8,1.5,1.7,6.5,9.3,30.9,125.9,1.1,4.1,7.2,4.2,44.3,1.1,,
