,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,Unnamed: 8_level_0,Unnamed: 9_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,Unnamed: 25_level_0,Unnamed: 26_level_0
,Rk,Tm,G,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,Sc%,TO%
0,1.0,Oakland Raiders,14.0,351.0,4736.0,1030.0,4.6,40.0,16.0,305.0,184.0,324.0,2109.0,21.0,24.0,6.0,125.0,681.0,2627.0,20.0,3.9,156.0,89.0,747.0,24.0,,
1,2.0,Dallas Cowboys,14.0,345.0,4812.0,969.0,5.0,24.0,14.0,272.0,215.0,372.0,2443.0,18.0,10.0,6.0,136.0,564.0,2369.0,21.0,4.2,118.0,106.0,865.0,18.0,,
2,3.0,Miami Dolphins,14.0,313.0,4327.0,866.0,5.0,27.0,13.0,267.0,182.0,311.0,1961.0,22.0,14.0,5.7,107.0,519.0,2366.0,18.0,4.6,143.0,59.0,432.0,17.0,,
3,4.0,Los Angeles Rams,14.0,302.0,4591.0,985.0,4.7,28.0,17.0,270.0,182.0,339.0,2016.0,16.0,11.0,5.5,112.0,621.0,2575.0,19.0,4.1,139.0,89.0,869.0,19.0,,
4,5.0,Houston Oilers,14.0,299.0,3864.0,879.0,4.4,38.0,17.0,228.0,181.0,347.0,1875.0,14.0,21.0,5.1,91.0,509.0,1989.0,15.0,3.9,112.0,106.0,835.0,25.0,,
5,6.0,Baltimore Colts,14.0,295.0,4588.0,987.0,4.6,26.0,14.0,269.0,224.0,395.0,2465.0,17.0,12.0,5.9,136.0,566.0,2123.0,17.0,3.8,111.0,77.0,620.0,22.0,,
6,7.0,Pittsburgh Steelers,14.0,283.0,4645.0,949.0,4.9,49.0,28.0,266.0,173.0,341.0,2387.0,17.0,21.0,6.5,124.0,581.0,2258.0,20.0,3.9,122.0,122.0,973.0,20.0,,
7,8.0,Seattle Seahawks,14.0,282.0,4292.0,869.0,4.9,46.0,14.0,251.0,175.0,387.0,2328.0,23.0,32.0,5.7,116.0,461.0,1964.0,12.0,4.3,116.0,76.0,656.0,19.0,,
8,9.0,New England Patriots,14.0,278.0,4310.0,922.0,4.7,36.0,15.0,247.0,160.0,305.0,2007.0,17.0,21.0,6.3,101.0,603.0,2303.0,13.0,3.8,132.0,112.0,931.0,14.0,,
9,10.0,Denver Broncos,14.0,274.0,3906.0,886.0,4.4,27.0,15.0,223.0,163.0,313.0,1863.0,15.0,12.0,5.1,107.0,523.0,2043.0,16.0,3.9,101.0,91.0,883.0,15.0,,
10,11.0,St. Louis Cardinals,14.0,272.0,4541.0,888.0,5.1,37.0,16.0,247.0,195.0,366.0,2499.0,14.0,21.0,6.6,117.0,507.0,2042.0,19.0,4.0,114.0,95.0,835.0,16.0,,
11,12.0,Cleveland Browns,14.0,269.0,4375.0,911.0,4.8,53.0,22.0,271.0,208.0,377.0,2175.0,19.0,31.0,5.4,119.0,510.0,2200.0,9.0,4.3,119.0,125.0,1046.0,33.0,,
12,13.0,Chicago Bears,14.0,255.0,4655.0,930.0,5.0,35.0,17.0,247.0,161.0,305.0,1844.0,11.0,18.0,5.6,94.0,599.0,2811.0,18.0,4.7,141.0,97.0,852.0,12.0,,
13,14.0,Cincinnati Bengals,14.0,238.0,4194.0,904.0,4.6,32.0,16.0,248.0,192.0,385.0,2333.0,12.0,16.0,5.6,112.0,488.0,1861.0,10.0,3.8,110.0,89.0,859.0,26.0,,
14,15.0,New Orleans Saints,14.0,232.0,3597.0,851.0,4.2,32.0,11.0,223.0,166.0,321.0,1573.0,13.0,21.0,4.3,96.0,484.0,2024.0,14.0,4.2,115.0,86.0,794.0,12.0,,
15,16.0,Minnesota Vikings,14.0,231.0,4189.0,933.0,4.5,46.0,24.0,245.0,228.0,388.0,2368.0,19.0,22.0,5.6,126.0,510.0,1821.0,9.0,3.6,110.0,75.0,556.0,9.0,,
16,17.0,Kansas City Chiefs,14.0,225.0,3936.0,878.0,4.5,47.0,21.0,228.0,190.0,374.0,2093.0,11.0,26.0,5.0,110.0,456.0,1843.0,13.0,4.0,95.0,82.0,706.0,23.0,,
17,18.0,San Diego Chargers,14.0,222.0,4005.0,881.0,4.5,31.0,11.0,235.0,206.0,369.0,2244.0,11.0,20.0,5.7,121.0,488.0,1761.0,10.0,3.6,93.0,97.0,813.0,21.0,,
18,19.0,Philadelphia Eagles,14.0,220.0,3578.0,880.0,4.1,38.0,17.0,211.0,167.0,349.0,1856.0,18.0,21.0,4.7,100.0,484.0,1722.0,10.0,3.6,98.0,78.0,642.0,13.0,,
19,20.0,San Francisco 49ers,14.0,220.0,3594.0,877.0,4.1,25.0,8.0,219.0,136.0,277.0,1508.0,9.0,17.0,4.8,81.0,564.0,2086.0,16.0,3.7,126.0,99.0,830.0,12.0,,
20,21.0,Washington Redskins,14.0,196.0,3615.0,937.0,3.9,30.0,14.0,227.0,183.0,383.0,1863.0,15.0,16.0,4.3,124.0,502.0,1752.0,4.0,3.5,79.0,94.0,802.0,24.0,,
21,22.0,New York Jets,14.0,191.0,3620.0,832.0,4.4,40.0,14.0,195.0,170.0,360.0,2002.0,14.0,26.0,5.1,96.0,437.0,1618.0,6.0,3.7,83.0,62.0,508.0,16.0,,
