,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,Unnamed: 8_level_0,Unnamed: 9_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,Unnamed: 25_level_0,Unnamed: 26_level_0
,Rk,Tm,G,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,Sc%,TO%
0,1.0,Oakland Raiders,14.0,355.0,4718.0,920.0,5.1,28.0,10.0,284.0,186.0,335.0,2384.0,28.0,18.0,6.6,137.0,561.0,2334.0,15.0,4.2,127.0,92.0,845.0,20.0,,
1,2.0,New England Patriots,14.0,348.0,4474.0,900.0,5.0,38.0,15.0,255.0,177.0,359.0,2340.0,19.0,23.0,6.2,113.0,520.0,2134.0,21.0,4.1,123.0,87.0,843.0,19.0,,
2,3.0,Miami Dolphins,14.0,327.0,4275.0,884.0,4.8,31.0,13.0,272.0,171.0,283.0,2084.0,18.0,18.0,6.6,118.0,570.0,2191.0,25.0,3.8,134.0,69.0,556.0,20.0,,
3,4.0,Washington Redskins,14.0,320.0,4245.0,908.0,4.7,20.0,9.0,249.0,254.0,413.0,2802.0,22.0,11.0,6.4,156.0,470.0,1443.0,11.0,3.1,77.0,78.0,621.0,16.0,,
4,5.0,Minnesota Vikings,14.0,310.0,4611.0,907.0,5.1,22.0,9.0,264.0,234.0,400.0,2755.0,22.0,13.0,6.6,136.0,488.0,1856.0,17.0,3.8,114.0,56.0,501.0,14.0,,
5,6.0,Pittsburgh Steelers,14.0,305.0,4375.0,950.0,4.6,40.0,19.0,251.0,166.0,386.0,1958.0,12.0,21.0,4.8,98.0,546.0,2417.0,19.0,4.4,136.0,104.0,978.0,17.0,,
6,7.0,Denver Broncos,14.0,302.0,4485.0,861.0,5.2,30.0,13.0,258.0,184.0,329.0,2328.0,18.0,17.0,6.2,118.0,486.0,2157.0,20.0,4.4,120.0,76.0,632.0,20.0,,
7,8.0,Dallas Cowboys,14.0,297.0,4983.0,974.0,5.1,31.0,16.0,295.0,206.0,385.0,2529.0,14.0,15.0,5.9,129.0,542.0,2454.0,22.0,4.5,147.0,86.0,703.0,19.0,,
8,9.0,St. Louis Cardinals,14.0,285.0,4314.0,873.0,4.9,17.0,9.0,247.0,201.0,391.0,2358.0,20.0,8.0,5.8,117.0,466.0,1956.0,12.0,4.2,120.0,77.0,645.0,10.0,,
9,10.0,Cincinnati Bengals,14.0,283.0,4489.0,835.0,5.4,31.0,18.0,260.0,224.0,353.0,2511.0,18.0,13.0,6.4,131.0,445.0,1978.0,14.0,4.4,115.0,78.0,653.0,14.0,,
10,11.0,New York Jets,14.0,279.0,4061.0,832.0,4.9,32.0,8.0,234.0,194.0,369.0,2436.0,20.0,24.0,6.3,119.0,444.0,1625.0,12.0,3.7,96.0,76.0,600.0,19.0,,
11,12.0,Buffalo Bills,14.0,264.0,3586.0,829.0,4.3,29.0,14.0,220.0,128.0,251.0,1492.0,14.0,15.0,5.3,85.0,545.0,2094.0,11.0,3.8,118.0,79.0,706.0,17.0,,
12,13.0,Los Angeles Rams,14.0,263.0,4332.0,925.0,4.7,27.0,14.0,265.0,169.0,338.0,2207.0,16.0,13.0,6.1,112.0,566.0,2125.0,16.0,3.8,132.0,58.0,550.0,21.0,,
13,14.0,Detroit Lions,14.0,256.0,3653.0,809.0,4.5,25.0,14.0,211.0,216.0,377.0,2220.0,11.0,11.0,5.4,114.0,397.0,1433.0,13.0,3.6,88.0,86.0,719.0,9.0,,
14,15.0,Cleveland Browns,14.0,251.0,3651.0,876.0,4.2,39.0,15.0,223.0,179.0,367.0,1727.0,12.0,24.0,4.2,92.0,461.0,1924.0,14.0,4.2,104.0,78.0,767.0,27.0,,
15,16.0,Philadelphia Eagles,14.0,242.0,3597.0,918.0,3.9,29.0,12.0,244.0,258.0,461.0,2212.0,14.0,17.0,4.4,141.0,415.0,1385.0,13.0,3.3,79.0,76.0,722.0,24.0,,
16,17.0,Houston Oilers,14.0,236.0,3338.0,817.0,4.1,33.0,14.0,200.0,203.0,363.0,1977.0,12.0,19.0,5.0,103.0,421.0,1361.0,16.0,3.2,76.0,90.0,749.0,21.0,,
17,18.0,Kansas City Chiefs,14.0,233.0,3828.0,901.0,4.2,38.0,13.0,224.0,211.0,395.0,2108.0,11.0,25.0,4.9,113.0,469.0,1720.0,10.0,3.7,92.0,70.0,515.0,19.0,,
